INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT
11304	Исцеление Чи IV	0	3	-1	300	0	0	0	500	500	1	0	1	1	0	0	5	1	1	0	3	600	2	9500	0	0	41304	0	Мгновенно восстанавливает здоровье и повышает защиту в разгар боя.	Восстанавливает немного жизненной силы и повышает защиту.	0	0	0	Сила духа	Исцеляющая сила увеличена. Также временно повышает ЗАЩИТУ.			ЗАЩИТА увеличена.	Исцеление Чи	12
11305	Исцеление Чи V	0	3	-1	300	0	0	0	500	500	1	0	1	1	0	0	5	1	1	0	3	780	2	20000	0	0	41305	0	Мгновенно восстанавливает здоровье и повышает защиту в разгар боя. Увеличивает скорость передвижения.	Восстанавливает немного жизненной силы, повышает защиту и скорость передвижения.	0	0	0	Сила духа	Исцеляющая сила увеличена. Также временно повышает ЗАЩИТУ.	Отступление	Скорость передвижения временно увеличена.	Эффект "отступление".	Исцеление Чи	12
11306	Исцеление Чи VI	0	3	-1	300	0	0	0	500	500	1	0	1	1	0	0	5	1	1	0	3	900	2	38000	0	0	41306	0	Мгновенно восстанавливает здоровье и повышает защиту в разгар боя. Увеличивает скорость передвижения.	Восстанавливает немного жизненной силы, повышает защиту и скорость передвижения.	0	0	0	Сила духа	Исцеляющая сила увеличена. Также временно повышает ЗАЩИТУ.	Отступление	Скорость передвижения временно увеличена.	Скорость передвижения увеличена.	Исцеление Чи	12
11401	Уверенный выстрел  I	2	0	-1	300	0	733	20	500	100	1	0	1	1	20	0.002	6	0	0	0	20	30	4	700	0	0	0	0	Прицельный выстрел наносит урон одному врагу. Зарядите, чтобы нанести больше повреждений.	Наносит урон одному врагу. Зарядите, чтобы нанести больше повреждений.	0	0	0						Уверенный выстрел	13
11402	Уверенный выстрел II	2	0	-1	300	0	733	20	500	100	1	0	1	1	25	0.002	6	0	0	0	20	210	4	1200	0	0	0	0	Прицельный выстрел наносит урон одному врагу. Зарядите, чтобы нанести больше повреждений.	Наносит урон одному врагу. Зарядите, чтобы нанести больше повреждений.	0	0	0					Урон увеличен.	Уверенный выстрел	13
11403	Уверенный выстрел III	2	0	-1	300	0	733	20	500	100	1	0	1	1	25	0.002	6	0	0	0	20	390	4	2200	0	0	41413	0	Прицельный выстрел наносит урон одному врагу и оглушает его. Зарядите, чтобы нанести больше повреждений.	Наносит урон одному врагу и оглушает его на 2 с. Зарядите, чтобы нанести больше повреждений.	0	0	0	Слепота	Ближайшие к цели враги тоже оглушаются.			Эффект "ослепление".	Уверенный выстрел	13
11404	Уверенный выстрел IV	2	0	-1	300	0	733	20	500	100	1	0	1	1	25	0.002	6	0	0	0	20	570	4	9700	0	0	41414	0	Прицельный выстрел наносит урон одному врагу и оглушает его. Зарядите, чтобы нанести больше повреждений.	Наносит урон одному врагу и оглушает его на 3 с. Зарядите, чтобы нанести больше повреждений.	0	0	0	Слепота	Ближайшие к цели враги тоже оглушаются.			Длительность оглушения увеличена.	Уверенный выстрел	13
11405	Уверенный выстрел V	2	0	-1	300	0	733	20	500	100	1	0	1	1	25	0.002	6	0	0	0	20	750	4	17600	0	0	41415+41414	0	Прицельный выстрел наносит урон одному врагу, оглушая и замедляя его. Зарядите, чтобы нанести больше повреждений.	Наносит урон одному врагу, оглушает его на 3 с. и замедляет на 5 с. Зарядите, чтобы нанести больше повреждений.	0	0	0	Слепота	Ближайшие к цели враги тоже оглушаются.	Выстрел в колено	Враг замедляется.	Эффект "выстрел в колено".	Уверенный выстрел	13
11406	Уверенный выстрел VI	2	0	-1	300	0	733	20	500	100	1	0	1	1	25	0.002	6	0	0	0	20	870	4	29600	0	0	41416+41414	0	Прицельный выстрел наносит урон одному врагу, оглушая и замедляя его. Зарядите, чтобы нанести больше повреждений.	Наносит урон одному врагу, оглушает его на 3 с. и замедляет на 6.5 с. Зарядите, чтобы нанести больше повреждений.	0	0	0	Слепота	Ближайшие к цели враги тоже оглушаются.	Выстрел в колено	Враг замедляется.	Длительность замедления увеличена.	Уверенный выстрел	13
12101	Темный охотник  I	0	3	-1	400	0	0	0	500	10000	1	0	1	1	0	0	6	1	1	0	6	30	4	700	0	42101	0	0	Взывая к смертельной меткости Темного охотника, повысить Искусность и улучшить все способности с атрибутом Коварство.	Повышает ИСКУСНОСТЬ на 10 с. Увеличивает шанс крита, улучшает способности с атрибутом Коварство.	0	0	0						Темный охотник	14
12102	Темный охотник II	0	3	-1	400	0	0	0	500	10000	1	0	1	1	0	0	6	1	1	0	6	210	4	1200	0	42102	0	0	Взывая к смертельной меткости Темного охотника, повысить Искусность и улучшить все способности с атрибутом Коварство.	Повышает ИСКУСНОСТЬ на 10 с. Увеличивает шанс крита, улучшает способности с атрибутом Коварство.	0	0	0					ИСКУСНОСТЬ увеличена.	Темный охотник	14
12103	Темный охотник III	0	3	-1	400	0	0	0	500	10000	1	0	1	1	0	0	6	1	1	0	6	390	4	2200	0	42103	0	0	Взывая к смертельной меткости Темного охотника, повысить Искусность, улучшить все способности с атрибутом Коварство и увеличить урон критов.	Повышает ИСКУСНОСТЬ на 10 с. Увеличивает шанс и урон крита, улучшает способности с атрибутом Коварство.	0	0	0	Беспощадность	Бонус к критическому урону увеличен.			Эффект "беспощадность".	Темный охотник	14
12104	Темный охотник IV	0	3	-1	400	0	0	0	500	10000	1	0	1	1	0	0	6	1	1	0	6	570	4	10500	0	42104	0	0	Взывая к смертельной меткости Темного охотника, повысить Искусность, улучшить все способности с атрибутом Коварство и увеличить урон критов.	Повышает ИСКУСНОСТЬ на 10 с. Увеличивает шанс и урон крита, улучшает способности с атрибутом Коварство.	0	0	0	Беспощадность	Бонус к критическому урону увеличен.			Бонус к критическому урону.	Темный охотник	14
12105	Темный охотник V	0	3	-1	400	0	0	0	500	10000	1	0	1	1	0	0	6	1	1	0	6	750	4	21000	0	42105	0	0	Взывая к смертельной меткости Темного охотника, повысить Искусность, улучшить все способности с атрибутом Коварство, увеличить урон критов и восстанавливать здоровье с течением времени.	Повышает ИСКУСНОСТЬ и регенерацию здоровья на 10 с. Увеличивает шанс и урон крита, улучшает способности с атрибутом Коварство.	0	0	0	Беспощадность	Бонус к критическому урону увеличен.	Неутомимость	Восстановление здоровья с течением времени.	Эффект "неутомимость".	Темный охотник	14
12106	Темный охотник VI	0	3	-1	400	0	0	0	500	10000	1	0	1	1	0	0	6	1	1	0	6	870	4	35500	0	42106	0	0	Взывая к смертельной меткости Темного охотника, повысить Искусность, улучшить все способности с атрибутом Коварство, увеличить урон критов и восстанавливать здоровье с течением времени.	Повышает ИСКУСНОСТЬ и регенерацию здоровья на 10с. Увеличивает шанс и урон крита, улучшает способности с атрибутом Коварство.	0	0	0	Беспощадность	Бонус к критическому урону увеличен.	Неутомимость	Восстановление здоровья с течением времени.	Исцеление увеличено.	Темный охотник	14
11501	Жалящий выстрел  I	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	60	4	700	0	0	41501	0	Смазанная ядом стрела, отравляющая противника.	Отравляет одного врага на 5 с.	0	0	0						Жалящий выстрел	15
11502	Жалящий выстрел II	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	240	4	1200	0	0	41502	0	Смазанная ядом стрела, отравляющая противника.	Отравляет одного врага на 5 с.	0	0	0					Урон от выстрела увеличен.	Жалящий выстрел	15
11503	Жалящий выстрел III	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	420	4	2200	0	0	41503	0	Смазанная ядом стрела, отравляющая противника.	Отравляет одного врага на 5 с.	0	0	0	Токсин	Урон от яда увеличен.			Эффект "токсин".	Жалящий выстрел	15
11504	Жалящий выстрел IV	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	600	4	9500	0	0	41504	0	Смазанная ядом стрела, отравляющая противника.	Отравляет одного врага на 5 с.	0	0	0	Токсин	Урон от яда увеличен.			Урон от яда увеличен.	Жалящий выстрел	15
11505	Жалящий выстрел V	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	780	4	18000	0	0	41515+41505	0	Смазанная ядом стрела, отравляющая противника и обращающая его в панику.	Отравляет одного врага на 5 с. С вероятностью 50% обращает его в панику.	0	0	0	Токсичные брызги	Урон от яда увеличен.	Нейротоксин	Шанс обратить врага в панику.	Эффект "нейротоксин".	Жалящий выстрел	15
11506	Жалящий выстрел VI	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	900	4	33000	0	0	41516+41506	0	Смазанная ядом стрела, отравляющая противника и обращающая его в панику.	Отравляет одного врага на 5 с. С вероятностью 75% обращает его в панику.	0	0	0	Токсичные брызги	Урон от яда увеличен.	Нейротоксин	Шанс обратить врага в панику.	Шанс обратить врага в панику увеличен.	Жалящий выстрел	15
11601	Побег ниндзя  I	3	0	-1	300	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	6	90	4	1300	0	0	0	0	Мгновенная телепортация в облаке отвлекающего дыма.	Телепортироваться в указанную точку. Дистанция 6 метров.	0	0	0						Побег ниндзя	16
11602	Побег ниндзя II	3	0	-1	300	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	7	270	4	2400	0	0	0	0	Мгновенная телепортация в облаке отвлекающего дыма.	Телепортироваться в указанную точку. Дистанция 7 метров.	0	0	0					Дистанция увеличена.	Побег ниндзя	16
11603	Побег ниндзя III	3	0	-1	400	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	7	450	4	4200	0	0	41613	0	Мгновенная телепортация в облаке отвлекающего дыма. Оглушает врагов.	Телепортироваться в указанную точку, оглушив ближайших врагов на 1.5 с. Дистанция 7 метров.	0	0	0	Дымовая бомба	Оглушает врагов.			Эффект "дымовая бомба".	Побег ниндзя	16
11604	Побег ниндзя IV	3	0	-1	400	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	7	630	4	8500	0	0	41614	0	Мгновенная телепортация в облаке отвлекающего дыма. Оглушает врагов.	Телепортироваться в указанную точку, оглушив ближайших врагов на 2 с. Дистанция 7 метров.	0	0	0	Дымовая бомба	Оглушает врагов.			Длительность оглушения увеличена.	Побег ниндзя	16
11605	Побег ниндзя V	3	0	-1	400	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	7	810	4	19500	0	41615	41614	0	Мгновенная телепортация в облаке отвлекающего дыма. Оглушает врагов и восстанавливает здоровье егроя.	Телепортироваться в указанную точку, оглушив ближайших врагов на 2 с. и восстановив часть здоровья. Дистанция 7 метров.	0	0	0	Дымовая бомба	Оглушает врагов.	Поддержка	Исцеляет раны во время отступления.	Эффект "поддержка".	Побег ниндзя	16
11606	Побег ниндзя VI	3	0	-1	400	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	7	930	4	31500	0	41616	41614	0	Мгновенная телепортация в облаке отвлекающего дыма. Оглушает врагов и восстанавливает здоровье егроя.	Телепортироваться в указанную точку, оглушив ближайших врагов на 2 с. и восстановив часть здоровья. Дистанция 7 метров.	0	0	0	Дымовая бомба	Оглушает врагов.	Поддержка	Исцеляет раны во время отступления.	Исцеление увеличено.	Побег ниндзя	16
11701	Тэцубиси  I	0	0	-1	400	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	60	4	900	11701	0	0	0	Разбросанные на земле шипы наносят урон и замедляют противников.	В течение 3 с. наносит урон и замедляет всех врагов в зоне поражения.	0	0	0						Тэцубиси	17
11702	Тэцубиси II	0	0	-1	400	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	240	4	1600	11702	0	0	0	Разбросанные на земле шипы наносят урон и замедляют противников.	В течение 3 с. наносит урон и замедляет всех врагов в зоне поражения.	0	0	0					Урон увеличен.	Тэцубиси	17
11703	Тэцубиси III	0	0	-1	500	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	420	4	3000	11703	0	0	0	Разбросанные на земле шипы наносят урон и замедляют противников. Враги могут обратиться в панику.	В течение 3 с. наносит урон и замедляет всех врагов в зоне поражения. 25% шанс обратить врагов в панику.	0	0	0	Сюрприз	Шанс обратить врагов в панику.			Эффект "сюрприз".	Тэцубиси	17
11704	Тэцубиси IV	0	0	-1	500	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	600	4	11500	11704	0	0	0	Разбросанные на земле шипы наносят урон и замедляют противников. Враги могут обратиться в панику.	В течение 3 с. наносит урон и замедляет всех врагов в зоне поражения. 40% шанс обратить врагов в панику.	0	0	0	Сюрприз	Шанс обратить врагов в панику.			Шанс обратить врага в панику увеличен.	Тэцубиси	17
11705	Тэцубиси V	0	0	-1	500	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	780	4	23500	11705	0	0	0	Разбросанные на земле шипы наносят урон, замедляют и отравляют противников. Враги могут обратиться в панику.	В течение 3 с. наносит урон, замедляет и отравляет всех врагов в зоне поражения. 40% шанс обратить врагов в панику.	0	0	0	Сюрприз	Шанс обратить врагов в панику.	Отравленные шипы	Враги также будут отравлены.	Эффект "отравленные шипы".	Тэцубиси	17
11706	Тэцубиси VI	0	0	-1	500	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	900	4	38500	11706	0	0	0	Разбросанные на земле шипы наносят урон, замедляют и отравляют противников. Враги могут обратиться в панику.	В течение 3 с. наносит урон, замедляет и отравляет всех врагов в зоне поражения.. 40% шанс обратить врагов в панику.	0	0	0	Сюрприз	Шанс обратить врагов в панику.	Отравленные шипы	Враги также будут отравлены.	Урон от яда увеличен.	Тэцубиси	17
11801	Огненная ловушка  I	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	150	4	1500	11801	0	0	0	При активации ловушки огонь обжигает нескольких противников.	Все враги в зоне поражения получают урон от огня и воспламеняются на 5 с. Зона поражения 3 метра.	0	0	0						Огненная ловушка	18
11802	Огненная ловушка II	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	330	4	3300	11802	0	0	0	При активации ловушки огонь обжигает нескольких противников.	Все враги в зоне поражения получают урон от огня и воспламеняются на 5 с. Зона поражения 3 метра.	0	0	0					Урон увеличен.	Огненная ловушка	18
11803	Огненная ловушка III	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	510	4	5500	11803	0	0	0	При активации ловушки огонь обжигает нескольких противников.	Все враги в зоне поражения получают урон от огня и воспламеняются на 5 с. Зона поражения 4 метра.	0	0	0	Воспламенение	Зона поражения увеличена.			Эффект "воспламенение".	Огненная ловушка	18
11804	Огненная ловушка IV	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	690	4	12800	11804	0	0	0	При активации ловушки огонь обжигает нескольких противников.	Все враги в зоне поражения получают урон от огня и воспламеняются на 5 с. Зона поражения 4 метра.	0	0	0	Воспламенение	Зона поражения увеличена.			Урон увеличен.	Огненная ловушка	18
11805	Огненная ловушка V	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	870	4	22500	11805	0	0	0	При активации ловушки огонь обжигает нескольких противников.	Все враги в зоне поражения получают урон от огня и воспламеняются на 7 с. Зона поражения 4 метра.	0	0	0	Воспламенение	Зона поражения увеличена.	Горящее масло	Урон от огня и горения увеличен.	Эффект "горящее масло".	Огненная ловушка	18
11806	Огненная ловушка VI	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	990	4	37500	11806	0	0	0	При активации ловушки огонь обжигает нескольких противников.	Все враги в зоне поражения получают урон от огня и воспламеняются на 7 с. Зона поражения 4 метра.	0	0	0	Воспламенение	Зона поражения увеличена.	Горящее масло	Урон от огня и горения увеличен.	Урон увеличен.	Огненная ловушка	18
11901	Медвежий капкан  I	0	0	-1	300	0	0	0	500	500	1	0	1	1	0	0	6	1	1	0	3	1	4	1	11901	0	0	0	Что вы имеете против медведей?		0	0	0						Медвежий капкан	0
11902	Медвежий капкан II	0	0	-1	300	0	0	0	500	500	1	0	1	1	0	0	6	1	1	0	3	1	4	1	11901	0	0	0	Что вы имеете против медведей?		0	0	0						Медвежий капкан	0
11903	Медвежий капкан III	0	0	-1	300	0	0	0	500	500	1	0	1	1	0	0	6	1	1	0	3	1	4	1	11901	0	0	0	Что вы имеете против медведей?		0	0	0						Медвежий капкан	0
12001	Оживляющая волна	0	0	-1	0	766	0	0	500	500	1	0	1	1	20	0.002	15	1	1	0	5	1	1	0	0	40018	40002	0	Могучий удар по земле возвращает к жизни павшего друга. Наносит урон и отбрасывает ближайших врагов.	Могучий удар по земле наносит урон и отбрасывает врагов.	0	0	0						Оживляющая волна	0
12002	Оживляющая игрока волна	0	0	-1	0	766	0	0	500	500	1	0	1	1	40	0.02	15	1	1	0	5	1	1	0	0	40019	40003	0	Могучий удар по земле возвращает к жизни павшего друга. Наносит большой урон и отбрасывает ближайших врагов.	Могучий удар по земле наносит урон и отбрасывает врагов.	0	0	0						Оживляющая игрока волна	0
20201	Meteor Rain 1 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	40701	0	0		0	0	0							0
20202	Meteor Rain 2 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	40702	0	0		0	0	0							0
20203	Meteor Rain 3 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	40703	0	0		0	0	0							0
20204	Meteor Rain 4 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	40704	0	0		0	0	0							0
20205	Meteor Rain 5 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	40715+40705	0	0		0	0	0							0
20206	Meteor Rain 6 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	40716+40706	0	0		0	0	0							0
21701	Caltrops 1 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0	0	41701+41700	0	0		0	0	0							0
21702	Caltrops 2 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0	0	41702+41700	0	0		0	0	0							0
21703	Caltrops 3 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0	0	41713+41703+41700	0	0		0	0	0							0
21704	Caltrops 4 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0	0	41714+41704+41700	0	0		0	0	0							0
21705	Caltrops 5 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0	0	41715+41714+41705+41700	0	0		0	0	0							0
21706	Caltrops 6 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0	0	41716+41714+41706+41700	0	0		0	0	0							0
21801	Firebomb Trap 1 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0.002	6	0	0	0	0	0	4	0	0	0	41801	0	0		0	0	0							0
21802	Firebomb Trap 2 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0.002	6	0	0	0	0	0	4	0	0	0	41802	0	0		0	0	0							0
21803	Firebomb Trap 3 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0.002	6	0	0	0	0	0	4	0	0	0	41803	0	0		0	0	0							0
21804	Firebomb Trap 4 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0.002	6	0	0	0	0	0	4	0	0	0	41804	0	0		0	0	0							0
21805	Firebomb Trap 5 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0.004	6	0	0	0	0	0	4	0	0	0	41805	0	0		0	0	0							0
21806	Firebomb Trap 6 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0.004	6	0	0	0	0	0	4	0	0	0	41806	0	0		0	0	0							0
21901	BearTrap	0	0	-1	0	0	0	0	0	0	0	0	0	1	10	0.005	6	0	0	0	0	0	4	0	0	0	40015	0	0		0	0	0							0
40101	Sunburst Explosion	0	0	2	0	0	0	0	0	0	1	0	1	1	20	0.04	4	1	1	0	4	1	1	0	0	0	0	0	Spontaneously explode causing damage to all enemies in range.	Spontaneously explode causing damage to all enemies in range.	0	0	0							0
30001	Flame Attack	0	0	0	0	0	0	0	200	200	1	0	1	1	1	1	4	0	0	0	4	1	0	0	0	0	72651	0	0		0	0	0							0
30002	Frost Attack	0	0	1	0	0	0	0	200	200	1	0	1	1	1	1	4	0	0	0	4	1	0	0	0	0	72251	0	0		0	0	0							0
30003	Blast Attack	0	0	2	0	0	0	0	200	200	1	0	1	1	1	1	4	0	0	0	4	1	0	0	0	0	72451	0	0		0	0	0							0
30004	Stome Attack	0	0	3	0	0	0	0	200	200	1	0	1	1	1	1	4	0	0	0	4	1	0	0	0	0	72051	0	0		0	0	0							0
30006	Imp_Throw_Rock	2	0	-1	0	1000	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	6	0	0	0	0		0	0	0							0
30007	WW_Fireball	2	0	-1	0	833	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	7	0	0	0	0		0	0	0							0
30012	Oni_Poacher_ShockWave	0	0	-1	0	1500	0	0	2000	0	1	0	1	1	1	1	4	1	1	0	5	0	1	0	0	0	60007	0	0		0	0	0							0
30013	Oni_Lord_Meteor	0	0	-1	0	1000	0	0	500	0	1	0	1	1	0	0	4	1	1	0	12	0	1	0	8	0	0	0	0		0	0	0							0
30014	Imp_SlowPlayer	0	0	-1	0	900	0	0	2000	0	1	0	1	1	1	1	4	1	1	0	3	1	1	0	0	0	60007	0	0		0	0	0							0
30015	ImpStoneSlow	2	0	-1	0	1000	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	9	0	0	0	0		0	0	0							0
30017	UshiOni_RainOfBlow	0	0	-1	0	1066	0	0	3000	0	2	600	1	1	1	1	4	1	1	0	6	0	1	0	0	0	0	0	0		0	0	0							0
30018	Moroko_Shockwave	0	0	-1	0	733	0	0	2000	0	1	0	1	1	1	1	4	1	1	0	5	0	1	0	0	0	60007	0	0		0	0	0							0
30019	Gasha_Shockwave	0	0	-1	0	1466	0	0	2000	0	1	0	1	1	1	1	4	1	1	0	5	0	1	0	0	0	60007	0	0		0	0	0							0
30020	BloodFang_Shockwave	0	0	-1	0	1400	0	0	2000	0	1	0	1	1	1	1	4	1	1	0	5	0	1	0	0	0	60007	0	0		0	0	0							0
30021	Algernon_WhirlWind	0	0	-1	0	2100	0	0	7000	0	5	266	1	1	1	1	4	1	1	0	6	0	1	0	0	40601	0	0	0		0	0	0							0
30026	Futakuchi_RainOfBlow	0	0	-1	0	1400	0	0	3000	0	5	250	1	1	0.3	1	4	1	1	0	6	0	1	0	0	0	72651+72251	0	0		0	0	0							0
30027	Futakuchi_SkyStrike	0	0	-1	0	1000	0	0	10000	0	1	0	1	1	0	0	4	1	1	0	12	0	1	0	21	0	0	0	0		0	0	0							0
30028	Futakuchi_MeteorRain	0	0	-1	0	1000	0	0	10000	0	1	0	1	1	0	0	4	1	1	0	12	0	1	0	21	0	0	0	0		0	0	0							0
30029	Imp_HealCircle	0	0	-1	0	1000	0	0	1500	0	1	0	1	1	0	0	4	1	1	0	12	0	1	0	18	0	0	0	0		0	0	0							0
50006	Imp_SkyStrike	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0							0
30022	Imp Stone Damage	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0	0	72651	0	0		0	0	0							0
30023	Imp Stone Object Flame	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0	0	72251	0	0		0	0	0							0
30024	Imp Stone Object Frost	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0	0	72451	0	0		0	0	0							0
30025	Imp Stone Object Blast	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0	0	72051	0	0		0	0	0							0
50007	Imp Stone Object Storm	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0							0
50015	WWFireballDamage	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0	0	60013	0	0		0	0	0							0
50013	ImpStoneSlowDamage	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	60701	0	0		0	0	0							0
50014	Boss Meteor Rain Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	60702	0	0		0	0	0							0
50028	Futakuchi Meteor Rain Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	60014	0	0		0	0	0							0
