INT	STRING	INT	INT	INT	FLOAT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT
74305	ResistFreezeSlow	0	0	2	0	-1	100	0	0	13305	Снижение шанса на замедление холодом на 20%	0	0	0	0	-1	7	0
74306	ResistFreezeSlow	0	0	2	0	-1	100	0	0	13306	Снижение шанса на замедление холодом на 24%	0	0	0	0	-1	7	0
74307	ResistFreezeSlow	0	0	2	0	-1	100	0	0	13307	Снижение шанса на замедление холодом на 28%	0	0	0	0	-1	7	0
74308	ResistFreezeSlow	0	0	2	0	-1	100	0	0	13308	Снижение шанса на замедление холодом на 32%	0	0	0	0	-1	7	0
74309	ResistFreezeSlow	0	0	2	0	-1	100	0	0	13309	Снижение шанса на замедление холодом на 36%	0	0	0	0	-1	7	0
74310	ResistFreezeSlow	0	0	2	0	-1	100	0	0	13310	Снижение шанса на замедление холодом на 45%	0	0	0	0	-1	7	0
74401	ResistFlameDoT	0	0	2	0	-1	100	0	0	13401	Снижение шанса на возгорание на 4%	0	0	0	0	-1	11	0
74402	ResistFlameDoT	0	0	2	0	-1	100	0	0	13402	Снижение шанса на возгорание на 8%	0	0	0	0	-1	11	0
74403	ResistFlameDoT	0	0	2	0	-1	100	0	0	13403	Снижение шанса на возгорание на 12%	0	0	0	0	-1	11	0
74404	ResistFlameDoT	0	0	2	0	-1	100	0	0	13404	Снижение шанса на возгорание на 16%	0	0	0	0	-1	11	0
74405	ResistFlameDoT	0	0	2	0	-1	100	0	0	13405	Снижение шанса на возгорание на 20%	0	0	0	0	-1	11	0
74406	ResistFlameDoT	0	0	2	0	-1	100	0	0	13406	Снижение шанса на возгорание на 24%	0	0	0	0	-1	11	0
74407	ResistFlameDoT	0	0	2	0	-1	100	0	0	13407	Снижение шанса на возгорание на 28%	0	0	0	0	-1	11	0
74408	ResistFlameDoT	0	0	2	0	-1	100	0	0	13408	Снижение шанса на возгорание на 32%	0	0	0	0	-1	11	0
74409	ResistFlameDoT	0	0	2	0	-1	100	0	0	13409	Снижение шанса на возгорание на 36%	0	0	0	0	-1	11	0
74410	ResistFlameDoT	0	0	2	0	-1	100	0	0	13410	Снижение шанса на возгорание на 45%	0	0	0	0	-1	11	0
74501	ResistExplosion 	0	0	2	0	-1	100	0	0	13501	Снижение шанса на взрыв на4%	0	0	0	0	-1	12	0
74502	ResistExplosion 	0	0	2	0	-1	100	0	0	13502	Снижение шанса на взрыв на8%	0	0	0	0	-1	12	0
74503	ResistExplosion 	0	0	2	0	-1	100	0	0	13503	Снижение шанса на взрыв на12%	0	0	0	0	-1	12	0
74504	ResistExplosion 	0	0	2	0	-1	100	0	0	13504	Снижение шанса на взрыв на16%	0	0	0	0	-1	12	0
74505	ResistExplosion 	0	0	2	0	-1	100	0	0	13505	Снижение шанса на взрыв на20%	0	0	0	0	-1	12	0
74506	ResistExplosion 	0	0	2	0	-1	100	0	0	13506	Снижение шанса на взрыв на24%	0	0	0	0	-1	12	0
74507	ResistExplosion 	0	0	2	0	-1	100	0	0	13507	Снижение шанса на взрыв на28%	0	0	0	0	-1	12	0
74508	ResistExplosion 	0	0	2	0	-1	100	0	0	13508	Снижение шанса на взрыв на32%	0	0	0	0	-1	12	0
74509	ResistExplosion 	0	0	2	0	-1	100	0	0	13509	Снижение шанса на взрыв на36%	0	0	0	0	-1	12	0
74510	ResistExplosion 	0	0	2	0	-1	100	0	0	13510	Снижение шанса на взрыв на45%	0	0	0	0	-1	12	0
74601	ResistStormStun	0	0	2	0	-1	100	0	0	13601	Снижение шанса на оглушение молнией на 4%	0	0	0	0	-1	4	0
74602	ResistStormStun	0	0	2	0	-1	100	0	0	13602	Снижение шанса на оглушение молнией на 8%	0	0	0	0	-1	4	0
74603	ResistStormStun	0	0	2	0	-1	100	0	0	13603	Снижение шанса на оглушение молнией на 12%	0	0	0	0	-1	4	0
74604	ResistStormStun	0	0	2	0	-1	100	0	0	13604	Снижение шанса на оглушение молнией на 16%	0	0	0	0	-1	4	0
74605	ResistStormStun	0	0	2	0	-1	100	0	0	13605	Снижение шанса на оглушение молнией на 20%	0	0	0	0	-1	4	0
74606	ResistStormStun	0	0	2	0	-1	100	0	0	13606	Снижение шанса на оглушение молнией на 24%	0	0	0	0	-1	4	0
74607	ResistStormStun	0	0	2	0	-1	100	0	0	13607	Снижение шанса на оглушение молнией на 28%	0	0	0	0	-1	4	0
74608	ResistStormStun	0	0	2	0	-1	100	0	0	13608	Снижение шанса на оглушение молнией на 32%	0	0	0	0	-1	4	0
74609	ResistStormStun	0	0	2	0	-1	100	0	0	13609	Снижение шанса на оглушение молнией на 36%	0	0	0	0	-1	4	0
74610	ResistStormStun	0	0	2	0	-1	100	0	0	13610	Снижение шанса на оглушение молнией на 45%	0	0	0	0	-1	4	0
71701	Меткость I	0	0	2	2	-1	100	0	0	11701	2% Бонус к шансу крита	0	0	0	0	-1	0	0
71702	Меткость II	0	0	2	4	-1	100	0	0	11702	4% Бонус к шансу крита	0	0	0	0	-1	0	0
71703	Меткость III	0	0	2	6	-1	100	0	0	11703	6% Бонус к шансу крита	0	0	0	0	-1	0	0
71704	Меткость IV	0	0	2	0	-1	100	0	0	11704	8% Бонус к шансу крита	0	0	0	0	-1	0	0
71705	Меткость V	0	0	2	0	-1	100	0	0	11705	10% Бонус к шансу крита	0	0	0	0	-1	0	0
71706	Меткость VI	0	0	2	0	-1	100	0	0	11706	12% Бонус к шансу крита	0	0	0	0	-1	0	0
71707	Меткость VII	0	0	2	0	-1	100	0	0	11707	14% Бонус к шансу крита	0	0	0	0	-1	0	0
71708	Меткость VIII	0	0	2	0	-1	100	0	0	11708	16% Бонус к шансу крита	0	0	0	0	-1	0	0
71709	Меткость IX	0	0	2	0	-1	100	0	0	11709	18% Бонус к шансу крита	0	0	0	0	-1	0	0
71710	Меткость X	0	0	2	0	-1	100	0	0	11710	20% Бонус к шансу крита	0	0	0	0	-1	0	0
71801	KillComboBuff	0	0	2	0	5000	100	0	0	11801	KillComboBuff	0	0	0	0	-1	26	0
71901	Безжалостный I	0	0	0	0	5000	3	0	0	60005	3% шанс оглушения на 5 с.	300	0	0	0	-1	17	0
71902	Безжалостный II	0	0	0	0	5000	6	0	0	60005	6% шанс оглушения на 5 с.	300	0	0	0	-1	17	0
71903	Безжалостный III	0	0	0	0	5000	9	0	0	60005	9% шанс оглушения на 5 с.	300	0	0	0	-1	17	0
71904	Безжалостный IV	0	0	0	0	5000	12	0	0	60005	12% шанс оглушения на 5 с.	300	0	0	0	-1	17	0
71905	Безжалостный V	0	0	0	0	5000	15	0	0	60005	15% шанс оглушения на 5 с.	300	0	0	0	-1	17	0
71906	Безжалостный VI	0	0	0	0	5000	18	0	0	60005	18% шанс оглушения на 5 с.	300	0	0	0	-1	17	0
71907	Безжалостный VII	0	0	0	0	5000	21	0	0	60005	21% шанс оглушения на 5 с.	300	0	0	0	-1	17	0
71908	Безжалостный VIII	0	0	0	0	5000	24	0	0	60005	24% шанс оглушения на 5 с.	300	0	0	0	-1	17	0
71909	Безжалостный IX	0	0	0	0	5000	27	0	0	60005	27% шанс оглушения на 5 с.	300	0	0	0	-1	17	0
71910	Безжалостный X	0	0	0	0	5000	30	0	0	60005	30% шанс оглушения на 5 с.	300	0	0	0	-1	17	0
72001	Штормовой I	0	0	0	5	3000	5	0	0	60005	5% шанс оглушения на 3 с.	300	0	0	0	-1	28	0
72002	Штормовой II	0	0	0	10	3000	10	0	0	60005	10% шанс оглушения на 3 с.	300	0	0	0	-1	28	0
72003	Штормовой III	0	0	0	15	3000	15	0	0	60005	15% шанс оглушения на 3 с.	300	0	0	0	-1	28	0
72004	Штормовой IV	0	0	0	0	3000	20	0	0	60005	20% шанс оглушения на 3 с.	300	0	0	0	-1	28	0
72005	Штормовой V	0	0	0	0	3000	25	0	0	60005	25% шанс оглушения на 3 с.	300	0	0	0	-1	28	0
72006	Штормовой VI	0	0	0	0	3000	30	0	0	60005	30% шанс оглушения на 3 с.	300	0	0	0	-1	28	0
72007	Штормовой VII	0	0	0	0	3000	35	0	0	60005	35% шанс оглушения на 3 с.	300	0	0	0	-1	28	0
72008	Штормовой VIII	0	0	0	0	3000	40	0	0	60005	40% шанс оглушения на 3 с.	300	0	0	0	-1	28	0
72009	Штормовой IX	0	0	0	0	3000	45	0	0	60005	45% шанс оглушения на 3 с.	300	0	0	0	-1	28	0
72010	Штормовой X	0	0	0	0	3000	50	0	0	60005	50% шанс оглушения на 3 с.	300	0	0	0	-1	28	0
72051	Вражеский шторм I	0	0	0	0	1000	25	0	0	60005	25% шанс оглушения на 1 с.	300	0	0	0	3	28	0
72052	Вражеский шторм II	0	0	0	0	1000	50	0	0	60005	50% шанс оглушения на 1 с.	300	0	0	0	3	28	0
72101	Замедление	3	0	0	0	5000	100	0	0	12101	Замедление	303	0	0	0	-1	0	0
72201	Холодный I	3	0	0	5	2750	5	0	0	12201	5% шанс замедления на 2.75 с.	303	0	0	0	-1	7	0
72202	Холодный II	3	0	0	10	3000	10	0	0	12202	10% шанс замедления на 3 с.	303	0	0	0	-1	7	0
72203	Холодный III	3	0	0	15	3250	15	0	0	12203	15% шанс замедления на 3.25 с.	303	0	0	0	-1	7	0
72204	Холодный IV	3	0	0	0	3500	20	0	0	12204	20% шанс замедления на 3.5 с.	303	0	0	0	-1	7	0
72205	Холодный V	3	0	0	0	3750	25	0	0	12205	25% шанс замедления на 3.75 с.	303	0	0	0	-1	7	0
72206	Холодный VI	3	0	0	0	4000	30	0	0	12206	30% шанс замедления на 4 с.	303	0	0	0	-1	7	0
72207	Холодный VII	3	0	0	0	4250	35	0	0	12207	35% шанс замедления на 4.25 с.	303	0	0	0	-1	7	0
72208	Холодный VIII	3	0	0	0	4500	40	0	0	12208	40% шанс замедления на 4.5 с.	303	0	0	0	-1	7	0
72209	Холодный IX	3	0	0	0	4750	45	0	0	12209	45% шанс замедления на 4.75 с.	303	0	0	0	-1	7	0
72210	Холодный X	3	0	0	0	5000	50	0	0	12210	50% шанс замедления на 5 с.	303	0	0	0	-1	7	0
72251	Вражеский холод I	3	0	0	0	3750	25	0	0	12205	25% шанс замедления на 3.75 с.	303	0	0	0	1	7	0
72252	Вражеский холод II	3	0	0	0	5000	50	0	0	12205	50% шанс замедления на 5 с.	303	0	0	0	1	7	0
72301	Отбрасывание	0	0	0	0	400	100	0	0	12301	Отбрасывание	304	0	0	0	-1	0	0
72401	Взрыв I	0	0	0	0	400	4	0	0	50001	4% шанс отбросить	304	0	0	0	-1	12	0
72402	Взрыв II	0	0	0	0	400	8	0	0	50001	8% шанс отбросить	304	0	0	0	-1	12	0
72403	Взрыв III	0	0	0	0	400	12	0	0	50001	12% шанс отбросить	304	0	0	0	-1	12	0
72404	Взрыв IV	0	0	0	0	400	16	0	0	50001	16% шанс отбросить	304	0	0	0	-1	12	0
72405	Взрыв V	0	0	0	0	400	20	0	0	50001	20% шанс отбросить	304	0	0	0	-1	12	0
72406	Взрыв VI	0	0	0	0	400	24	0	0	50001	24% шанс отбросить	304	0	0	0	-1	12	0
72407	Взрыв VII	0	0	0	0	400	28	0	0	50001	28% шанс отбросить	304	0	0	0	-1	12	0
72408	Взрыв VIII	0	0	0	0	400	32	0	0	50001	32% шанс отбросить	304	0	0	0	-1	12	0
72409	Взрыв IX	0	0	0	0	400	36	0	0	50001	36% шанс отбросить	304	0	0	0	-1	12	0
72410	Взрыв X	0	0	0	0	400	40	0	0	50001	40% шанс отбросить	304	0	0	0	-1	12	0
72451	Вражеский взрыв I	0	0	0	0	400	20	0	0	50001	20% шанс отбросить	304	0	0	0	2	12	0
72452	Вражеский взрыв II	0	0	0	0	400	40	0	0	50001	40% шанс отбросить	304	0	0	0	2	12	0
72501	DoTPoison	0	0	0	0	5000	100	0	0	12501	DoTPoison	305	0	0	0	-1	32	0
72601	Огненный I	0	0	0	5	3000	5	0	0	12601	5% шанс поджечь: -15 ед. урона в течение 3 с.	306	0	0	0	-1	33	0
72602	Огненный II	0	0	0	10	3200	10	0	0	12602	10% шанс поджечь: 32 ед. урона в течение 3.2 с.	306	0	0	0	-1	33	0
72603	Огненный III	0	0	0	15	3400	15	0	0	12603	15% шанс поджечь: 51 ед. урона в течение 3.4 с.	306	0	0	0	-1	33	0
72604	Огненный IV	0	0	0	0	3600	20	0	0	12604	20% шанс поджечь: 72 ед. урона в течение 3.6 с.	306	0	0	0	-1	33	0
72605	Огненный V	0	0	0	0	3800	25	0	0	12605	25% шанс поджечь: 95 ед. урона в течение 3.8 с.	306	0	0	0	-1	33	0
72606	Огненный VI	0	0	0	0	4000	30	0	0	12606	30% шанс поджечь: 120 ед. урона в течение 4 с.	306	0	0	0	-1	33	0
72607	Огненный VII	0	0	0	0	4200	35	0	0	12607	35% шанс поджечь: 147 ед. урона в течение 4.2 с.	306	0	0	0	-1	33	0
72608	Огненный VIII	0	0	0	0	4400	40	0	0	12608	40% шанс поджечь: 176 ед. урона в течение 4.4 с.	306	0	0	0	-1	33	0
72609	Огненный IX	0	0	0	0	4600	45	0	0	12609	45% шанс поджечь: 207 ед. урона в течение 4.6 с.	306	0	0	0	-1	33	0
72610	Огненный X	0	0	0	0	4800	50	0	0	12610	50% шанс поджечь: 240 ед. урона в течение 4.8 с.	306	0	0	0	-1	33	0
72651	Вражеский огонь I	0	0	0	0	3800	25	0	0	12605	25% шанс поджечь: 95 ед. урона в течение 3.8 с.	306	0	0	0	0	33	0
72652	Вражеский огонь II	0	0	0	0	4800	50	0	0	12605	50% шанс поджечь: 144 ед. урона в течение 4.8 с.	306	0	0	0	0	33	0
72701	Жаждущий I	0	0	2	0	1	5	0	0	12701	5% шанс исцеления на 30% от нанесенного урона	307	0	0	0	-1	5	0
72702	Жаждущий II	0	0	2	0	1	10	0	0	12702	10% шанс исцеления на 30% от нанесенного урона	307	0	0	0	-1	5	0
72703	Жаждущий III	0	0	2	0	1	15	0	0	12703	15% шанс исцеления на 30% от нанесенного урона	307	0	0	0	-1	5	0
72704	Жаждущий IV	0	0	2	0	1	20	0	0	12704	20% шанс исцеления на 30% от нанесенного урона	307	0	0	0	-1	5	0
72705	Жаждущий V	0	0	2	0	1	25	0	0	12705	25% шанс исцеления на 30% от нанесенного урона	307	0	0	0	-1	5	0
72706	Жаждущий VI	0	0	2	0	1	30	0	0	12706	30% шанс исцеления на 30% от нанесенного урона	307	0	0	0	-1	5	0
72707	Жаждущий VII	0	0	2	0	1	35	0	0	12707	35% шанс исцеления на 30% от нанесенного урона	307	0	0	0	-1	5	0
72708	Жаждущий VIII	0	0	2	0	1	40	0	0	12708	40% шанс исцеления на 30% от нанесенного урона	307	0	0	0	-1	5	0
72709	Жаждущий IX	0	0	2	0	1	45	0	0	12709	45% шанс исцеления на 30% от нанесенного урона	307	0	0	0	-1	5	0
72710	Жаждущий X	0	0	2	0	1	50	0	0	12710	50% шанс исцеления на 30% от нанесенного урона	307	0	0	0	-1	5	0
72801	Страх	0	0	0	0	5000	100	0	0	12801	Страх	308	0	0	0	-1	34	0
72901	DmgShieldThorn	0	1	0	0	5000	100	0	0	12901	DmgShieldThorn	400	0	0	0	-1	35	0
73001	DmgShieldStorm	0	1	0	0	5000	100	0	0	13001	DmgShieldStorm	401	0	0	0	-1	4	0
73101	Щит	2	3	0	0	5000	100	0	0	13101	Щит	402	0	0	0	-1	31	0
73201	Неуязвимый	0	0	2	0	5000	100	0	0	13201	Неуязвимый	403	0	0	0	-1	36	0
75001	Острые суши	3	3	2	0	300000	100	0	0	14101	Острое лакомство, дает небольшой бонус к СИЛЕ (5 мин.)	0	0	0	0	-1	17	0
75101	Онигири из икры	3	3	2	0	300000	100	0	0	14201	Свежее блюдо, дает небольшой бонус к ИСКУСНОСТИ (5 мин.)	0	0	0	0	-1	19	0
75201	Мятный тофу	3	3	2	0	300000	100	0	0	14301	Ароматная закуска, дает небольшой бонус к ЗАЩИТЕ (5 мин.)	0	0	0	0	-1	18	0
75301	Люциан с чесноком	3	3	2	0	300000	100	0	0	14401	Рыба, запеченая с травами, дает небольшой бонус к скорости передвижения (5 мин.)	0	0	0	0	-1	25	0
75401	Соба с женьшенем	3	3	2	0	300000	100	0	0	14501	Холодная лапша, дает небольшой бонус к шансу критического урона (5 мин.)	0	0	0	0	-1	0	0
75501	Йоми сакэ	3	3	2	0	300000	100	0	0	14601	Местная рисовая водка, дает небольшой бонус к получаемому опыту (5 мин.)	0	0	0	0	-1	0	0
75801	Сливовое вино	3	3	2	0	300000	100	0	0	14901	Сладкое вино из фруктов, дает небольшой бонус к качеству падающих предметов (5 мин.)	0	0	0	0	-1	0	0
75601	Зеленый чай	3	3	2	0	300000	100	0	0	14701	Теплый успокаивающий напиток, дает небольшой бонус к восстановлению энергии (5 мин.)	0	0	0	0	-1	22	0
75701	Красный чай	3	3	2	0	300000	100	0	0	14801	Горьковатый, но вкусный напиток, дает небольшой бонус к восстановлению здоровья (5 мин.)	0	0	0	0	-1	23	0
75002	Суши из морского ежа	3	3	2	0	600000	100	0	0	14102	Местный деликатес, дает большой бонус к СИЛЕ (10 мин.)	0	0	0	0	-1	17	0
75102	Кагами моти	3	3	2	0	600000	100	0	0	14202	Традиционное угощение, дает большой бонус к ИСКУСНОСТИ (10 мин.)	0	0	0	0	-1	19	0
75202	Дораяки	3	3	2	0	600000	100	0	0	14302	Сладость из красной фасоли, дает большой бонус к ЗАЩИТЕ (10 мин.)	0	0	0	0	-1	18	0
75302	Фугу темпура	3	3	2	0	600000	100	0	0	14402	Тщательно приготовленное блюдо, дает большой бонус к скорости бега (10 мин.)	0	0	0	0	-1	25	0
75402	Сукияки	3	3	2	0	600000	100	0	0	14502	Раскаленный докрасна котелок, дает большой бонус к шансу критического урона (10 мин.)	0	0	0	0	-1	0	0
75502	Сётю	3	3	2	0	600000	100	0	0	14602	Крепкий спиртной напиток, дает большой бонус к получаемому опыту (10 мин.)	0	0	0	0	-1	0	0
75802	Авамори	3	3	2	0	600000	100	0	0	14902	Выдержанное рисовое вино, дает большой бонус к качеству падающих предметов (10 мин.)	0	0	0	0	-1	0	0
75602	Чай ходзитя	3	3	2	0	600000	100	0	0	14702	Обжаренный на древесном угле чай, дает большой бонус к восстановлению энергии (10 мин.)	0	0	0	0	-1	22	0
75702	Хризантемовый чай	3	3	2	0	600000	100	0	0	14802	Насыщенный и ароматный чай, дает большой бонус к восстановлению здоровья (10 мин.)	0	0	0	0	-1	23	0
101001	Одноручное оружие I	0	0	2	0	-1	100	0	0	101001	Увеличивает критический урон	0	0	0	0	-1	17	0
101002	Одноручное оружие III	0	0	2	0	-1	100	0	0	101002	Увеличивает критический урон	0	0	0	0	-1	17	0
101003	Одноручное оружие III	0	0	2	0	-1	100	0	0	101003	Увеличивает критический урон	0	0	0	0	-1	17	0
101004	Одноручное оружие IV	0	0	2	0	-1	100	0	0	101004	Увеличивает критический урон	0	0	0	0	-1	17	0
101005	Одноручное оружие V	0	0	2	0	-1	100	0	0	101005	Увеличивает критический урон	0	0	0	0	-1	17	0
101006	Одноручное оружие VI	0	0	2	0	-1	100	0	0	101006	Увеличивает критический урон	0	0	0	0	-1	17	0
101007	Одноручное оружие VII	0	0	2	0	-1	100	0	0	101007	Увеличивает критический урон	0	0	0	0	-1	17	0
101008	Одноручное оружие VIII	0	0	2	0	-1	100	0	0	101008	Увеличивает критический урон	0	0	0	0	-1	17	0
101009	Одноручное оружие IX	0	0	2	0	-1	100	0	0	101009	Увеличивает критический урон	0	0	0	0	-1	17	0
101010	Одноручное оружие X	0	0	2	0	-1	100	0	0	101010	Увеличивает критический урон	0	0	0	0	-1	17	0
102001	Бой двумя руками I	0	0	2	0	-1	100	0	0	102001	Увеличивает скорость атаки	0	0	0	0	-1	24	0
102002	Бой двумя руками II	0	0	2	0	-1	100	0	0	102002	Увеличивает скорость атаки	0	0	0	0	-1	24	0
102003	Бой двумя руками III	0	0	2	0	-1	100	0	0	102003	Увеличивает скорость атаки	0	0	0	0	-1	24	0
102004	Бой двумя руками IV	0	0	2	0	-1	100	0	0	102004	Увеличивает скорость атаки	0	0	0	0	-1	24	0
102005	Бой двумя руками V	0	0	2	0	-1	100	0	0	102005	Увеличивает скорость атаки	0	0	0	0	-1	24	0
102006	Бой двумя руками VI	0	0	2	0	-1	100	0	0	102006	Увеличивает скорость атаки	0	0	0	0	-1	24	0
102007	Бой двумя руками VII	0	0	2	0	-1	100	0	0	102007	Увеличивает скорость атаки	0	0	0	0	-1	24	0
102008	Бой двумя руками VIII	0	0	2	0	-1	100	0	0	102008	Увеличивает скорость атаки	0	0	0	0	-1	24	0
102009	Бой двумя руками IX	0	0	2	0	-1	100	0	0	102009	Увеличивает скорость атаки	0	0	0	0	-1	24	0
102010	Бой двумя руками X	0	0	2	0	-1	100	0	0	102010	Увеличивает скорость атаки	0	0	0	0	-1	24	0
103001	Двуручное оружие I	0	2	0	0	-1	100	0	0	103001	Повышает шанс оглушения	0	0	0	0	-1	27	0
103002	Двуручное оружие III	0	2	0	0	-1	100	0	0	103002	Повышает шанс оглушения	0	0	0	0	-1	27	0
103003	Двуручное оружие III	0	2	0	0	-1	100	0	0	103003	Повышает шанс оглушения	0	0	0	0	-1	27	0
103004	Двуручное оружие IV	0	2	0	0	-1	100	0	0	103004	Повышает шанс оглушения	0	0	0	0	-1	27	0
103005	Двуручное оружие V	0	2	0	0	-1	100	0	0	103005	Повышает шанс оглушения	0	0	0	0	-1	27	0
103006	Двуручное оружие VI	0	2	0	0	-1	100	0	0	103006	Повышает шанс оглушения	0	0	0	0	-1	27	0
103007	Двуручное оружие VII	0	2	0	0	-1	100	0	0	103007	Повышает шанс оглушения	0	0	0	0	-1	27	0
103008	Двуручное оружие VIII	0	2	0	0	-1	100	0	0	103008	Повышает шанс оглушения	0	0	0	0	-1	27	0
103009	Двуручное оружие IX	0	2	0	0	-1	100	0	0	103009	Повышает шанс оглушения	0	0	0	0	-1	27	0
103010	Двуручное оружие X	0	2	0	0	-1	100	0	0	103010	Повышает шанс оглушения	0	0	0	0	-1	27	0
104001	Легкая броня I	0	0	2	0	-1	100	0	0	104001	Увеличивает скорость передвижения	0	0	0	0	-1	25	0
104002	Легкая броня II	0	0	2	0	-1	100	0	0	104002	Увеличивает скорость передвижения	0	0	0	0	-1	25	0
104003	Легкая броня III	0	0	2	0	-1	100	0	0	104003	Увеличивает скорость передвижения	0	0	0	0	-1	25	0
104004	Легкая броня IV	0	0	2	0	-1	100	0	0	104004	Увеличивает скорость передвижения	0	0	0	0	-1	25	0
104005	Легкая броня V	0	0	2	0	-1	100	0	0	104005	Увеличивает скорость передвижения	0	0	0	0	-1	25	0
104006	Легкая броня VI	0	0	2	0	-1	100	0	0	104006	Увеличивает скорость передвижения	0	0	0	0	-1	25	0
104007	Легкая броня VII	0	0	2	0	-1	100	0	0	104007	Увеличивает скорость передвижения	0	0	0	0	-1	25	0
104008	Легкая броня VIII	0	0	2	0	-1	100	0	0	104008	Увеличивает скорость передвижения	0	0	0	0	-1	25	0
104009	Легкая броня IX	0	0	2	0	-1	100	0	0	104009	Увеличивает скорость передвижения	0	0	0	0	-1	25	0
104010	Легкая броня X	0	0	2	0	-1	100	0	0	104010	Увеличивает скорость передвижения	0	0	0	0	-1	25	0
105001	Средняя броня I	0	0	2	0	-1	100	0	0	105001	Ускоряет восстановление энергии	0	0	0	0	-1	22	0
105002	Средняя броня II	0	0	2	0	-1	100	0	0	105002	Ускоряет восстановление энергии	0	0	0	0	-1	22	0
105003	Средняя броня III	0	0	2	0	-1	100	0	0	105003	Ускоряет восстановление энергии	0	0	0	0	-1	22	0
105004	Средняя броня IV	0	0	2	0	-1	100	0	0	105004	Ускоряет восстановление энергии	0	0	0	0	-1	22	0
105005	Средняя броня V	0	0	2	0	-1	100	0	0	105005	Ускоряет восстановление энергии	0	0	0	0	-1	22	0
105006	Средняя броня VI	0	0	2	0	-1	100	0	0	105006	Ускоряет восстановление энергии	0	0	0	0	-1	22	0
105007	Средняя броня VII	0	0	2	0	-1	100	0	0	105007	Ускоряет восстановление энергии	0	0	0	0	-1	22	0
105008	Средняя броня VIII	0	0	2	0	-1	100	0	0	105008	Ускоряет восстановление энергии	0	0	0	0	-1	22	0
105009	Средняя броня IX	0	0	2	0	-1	100	0	0	105009	Ускоряет восстановление энергии	0	0	0	0	-1	22	0
105010	Средняя броня X	0	0	2	0	-1	100	0	0	105010	Ускоряет восстановление энергии	0	0	0	0	-1	22	0
106001	Тяжелая броня I	0	0	2	0	-1	100	0	0	106001	Ускоряет восстановление здоровья	0	0	0	0	-1	23	0
106002	Тяжелая броня II	0	0	2	0	-1	100	0	0	106002	Ускоряет восстановление здоровья	0	0	0	0	-1	23	0
106003	Тяжелая броня III	0	0	2	0	-1	100	0	0	106003	Ускоряет восстановление здоровья	0	0	0	0	-1	23	0
106004	Тяжелая броня IV	0	0	2	0	-1	100	0	0	106004	Ускоряет восстановление здоровья	0	0	0	0	-1	23	0
106005	Тяжелая броня V	0	0	2	0	-1	100	0	0	106005	Ускоряет восстановление здоровья	0	0	0	0	-1	23	0
106006	Тяжелая броня VI	0	0	2	0	-1	100	0	0	106006	Ускоряет восстановление здоровья	0	0	0	0	-1	23	0
106007	Тяжелая броня VII	0	0	2	0	-1	100	0	0	106007	Ускоряет восстановление здоровья	0	0	0	0	-1	23	0
106008	Тяжелая броня VIII	0	0	2	0	-1	100	0	0	106008	Ускоряет восстановление здоровья	0	0	0	0	-1	23	0
106009	Тяжелая броня IX	0	0	2	0	-1	100	0	0	106009	Ускоряет восстановление здоровья	0	0	0	0	-1	23	0
106010	Тяжелая броня X	0	0	2	0	-1	100	0	0	106010	Ускоряет восстановление здоровья	0	0	0	0	-1	23	0
113001	Двуручное оружие 1: оглушение	0	0	0	0	1500	3	0	0	60005	Двуручное оружие 1: оглушение	300	0	0	0	-1	0	0
113002	Двуручное оружие 2: оглушение	0	0	0	0	1500	6	0	0	60005	Двуручное оружие 2: оглушение	300	0	0	0	-1	0	0
113003	Двуручное оружие 3: оглушение	0	0	0	0	1500	9	0	0	60005	Двуручное оружие 3: оглушение	300	0	0	0	-1	0	0
113004	Двуручное оружие 4: оглушение	0	0	0	0	1500	12	0	0	60005	Двуручное оружие 4: оглушение	300	0	0	0	-1	0	0
113005	Двуручное оружие 5: оглушение	0	0	0	0	1500	15	0	0	60005	Двуручное оружие 5: оглушение	300	0	0	0	-1	0	0
113006	Двуручное оружие 6: оглушение	0	0	0	0	1500	18	0	0	60005	Двуручное оружие 6: оглушение	300	0	0	0	-1	0	0
113007	Двуручное оружие 7: оглушение	0	0	0	0	1500	21	0	0	60005	Двуручное оружие 7: оглушение	300	0	0	0	-1	0	0
113008	Двуручное оружие 8: оглушение	0	0	0	0	1500	24	0	0	60005	Двуручное оружие 8: оглушение	300	0	0	0	-1	0	0
113009	Двуручное оружие 9: оглушение	0	0	0	0	1500	27	0	0	60005	Двуручное оружие 9: оглушение	300	0	0	0	-1	0	0
113010	Двуручное оружие 10: оглушение	0	0	0	0	1500	30	0	0	60005	Двуручное оружие 10: оглушение	300	0	0	0	-1	0	0
110101	Регенерация здоровья для новичков	3	0	2	0	-1	100	0	0	110101	Вы новичок; когда у вас остается мало здоровья, регенерация ускоряется.	0	0	0	0	-1	0	-1
110102	Удача новичков	3	0	2	0	5000	100	0	0	110102	Вы новичок; когда у вас остается мало здоровья, регенерация ускоряется.	0	0	0	0	-1	0	-1
110201	Хороший ученик	3	0	2	0	-1	100	0	0	110201	Лишний опыт поможет вам в начале игры!	0	0	0	0	-1	0	-1
