INT	INT	STRING	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
12009	15	Karamu	0	Flame Immunity	Kickstarter Custom Phoenix spirit. Flame immunity 18%	51409	1	1	9	149860	320	0	1600	0	100	1	12000
12010	15	Karamu	0	Flame Immunity	Kickstarter Custom Phoenix spirit. Flame immunity 19%	51410	1	1	10	195726	320	0	1600	0	100	1	12000
12011	15	Karamu	0	Flame Immunity	Kickstarter Custom Phoenix spirit. Flame immunity 20%	51411	1	1	11	243084	320	0	1600	0	100	1	12000
12012	15	Karamu	0	Flame Immunity	Kickstarter Custom Phoenix spirit. Flame immunity 21%	51412	1	1	12	291932	320	0	1600	0	100	1	12000
12013	15	Karamu	0	Flame Immunity	Kickstarter Custom Phoenix spirit. Flame immunity 22%	51413	1	1	13	345518	320	0	1600	0	100	1	12000
12014	15	Karamu	0	Flame Immunity	Kickstarter Custom Phoenix spirit. Flame immunity 23%	51414	1	1	14	413084	320	0	1600	0	100	1	12000
12015	15	Karamu	0	Flame Immunity	Kickstarter Custom Phoenix spirit. Flame immunity 24%	51415	1	1	15	482646	320	0	1600	0	100	1	12000
14001	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 10%	51501	1	1	1	0	1200	0	6000	0	375	1	14000
14002	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 11%	51502	1	1	2	1664	1200	0	6000	0	375	1	14000
14003	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 12%	51503	1	1	3	7808	1200	0	6000	0	375	1	14000
14004	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 13%	51504	1	1	4	22498	1200	0	6000	0	375	1	14000
14005	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 14%	51505	1	1	5	39862	1200	0	6000	0	375	1	14000
14006	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 15%	51506	1	1	6	57866	1200	0	6000	0	375	1	14000
14007	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 16%	51507	1	1	7	85296	1200	0	6000	0	375	1	14000
14008	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 17%	51508	1	1	8	117040	1200	0	6000	0	375	1	14000
14009	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 18%	51509	1	1	9	149860	1200	0	6000	0	375	1	14000
14010	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 19%	51510	1	1	10	195726	1200	0	6000	0	375	1	14000
14011	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 20%	51511	1	1	11	243084	1200	0	6000	0	375	1	14000
14012	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 21%	51512	1	1	12	291932	1200	0	6000	0	375	1	14000
14013	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 22%	51513	1	1	13	345518	1200	0	6000	0	375	1	14000
14014	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 23%	51514	1	1	14	413084	1200	0	6000	0	375	1	14000
14015	17	Kitsune	0	Storm Immunity	Kickstarter Custom Fox spirit. Storm immunity 24%	51515	1	1	15	482646	1200	0	6000	0	375	1	14000
13001	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 10%	51610	1	1	1	0	500	0	2500	0	156	1	13000
13002	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 11%	51611	1	1	2	1664	500	0	2500	0	156	1	13000
13003	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 12%	51612	1	1	3	7808	500	0	2500	0	156	1	13000
13004	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 13%	51613	1	1	4	22498	500	0	2500	0	156	1	13000
13005	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 14%	51614	1	1	5	39862	500	0	2500	0	156	1	13000
13006	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 15%	51615	1	1	6	57866	500	0	2500	0	156	1	13000
13007	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 16%	51616	1	1	7	85296	500	0	2500	0	156	1	13000
13008	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 17%	51617	1	1	8	117040	500	0	2500	0	156	1	13000
13009	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 18%	51618	1	1	9	149860	500	0	2500	0	156	1	13000
13010	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 19%	51619	1	1	10	195726	500	0	2500	0	156	1	13000
13011	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 20%	51620	1	1	11	243084	500	0	2500	0	156	1	13000
13012	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 21%	51621	1	1	12	291932	500	0	2500	0	156	1	13000
13013	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 22%	51622	1	1	13	345518	500	0	2500	0	156	1	13000
13014	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 23%	51623	1	1	14	413084	500	0	2500	0	156	1	13000
13015	16	Chibipan	0	Critical Damage	Kickstarter Custom Panther spirit. Increases Critical Damage 24%	51624	1	1	15	482646	500	0	2500	0	156	1	13000
11001	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 2%. Chance to explode when attacked.	51710+51702	1	1	1	0	1800	0	9000	0	562	1	11000
11002	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 3%. Chance to explode when attacked.	51711+51702	1	1	2	1664	1800	0	9000	0	562	1	11000
11003	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 4%. Chance to explode when attacked.	51712+51702	1	1	3	7808	1800	0	9000	0	562	1	11000
11004	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 5%. Chance to explode when attacked.	51713+51702	1	1	4	22498	1800	0	9000	0	562	1	11000
11005	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 6%. Chance to explode when attacked.	51714+51702	1	1	5	39862	1800	0	9000	0	562	1	11000
11006	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 7%. Chance to explode when attacked.	51715+51702	1	1	6	57866	1800	0	9000	0	562	1	11000
11007	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 8%. Chance to explode when attacked.	51716+51702	1	1	7	85296	1800	0	9000	0	562	1	11000
11008	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 9%. Chance to explode when attacked.	51717+51702	1	1	8	117040	1800	0	9000	0	562	1	11000
11009	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 10%. Chance to explode when attacked.	51718+51702	1	1	9	149860	1800	0	9000	0	562	1	11000
11010	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 11%. Chance to explode when attacked.	51719+51702	1	1	10	195726	1800	0	9000	0	562	1	11000
11011	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 12%. Chance to explode when attacked.	51720+51702	1	1	11	243084	1800	0	9000	0	562	1	11000
11012	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 13%. Chance to explode when attacked.	51721+51702	1	1	12	291932	1800	0	9000	0	562	1	11000
11013	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 14%. Chance to explode when attacked.	51722+51702	1	1	13	345518	1800	0	9000	0	562	1	11000
11014	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 15%. Chance to explode when attacked.	51723+51702	1	1	14	413084	1800	0	9000	0	562	1	11000
11015	14	Kanashimi Otome	0	Explosion	Kickstarter Custom Demon Spirit. Increases Power 16%. Chance to explode when attacked.	51724+51702	1	1	15	482646	1800	0	9000	0	562	1	11000
