INT	STRING	INT	INT	INT	FLOAT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT
50709	Kabuki Kozo	0	0	2	0	-1	100	0	0	70709	Yokai spirit. Increases Attack Speed 12%	506	0	0	0	-1	24	0
50710	Kabuki Kozo	0	0	2	0	-1	100	0	0	70710	Yokai spirit. Increases Attack Speed 13%	506	0	0	0	-1	24	0
50711	Kabuki Kozo	0	0	2	0	-1	100	0	0	70711	Yokai spirit. Increases Attack Speed 14%	506	0	0	0	-1	24	0
50712	Kabuki Kozo	0	0	2	0	-1	100	0	0	70712	Yokai spirit. Increases Attack Speed 15%	506	0	0	0	-1	24	0
50713	Kabuki Kozo	0	0	2	0	-1	100	0	0	70713	Yokai spirit. Increases Attack Speed 16%	506	0	0	0	-1	24	0
50714	Kabuki Kozo	0	0	2	0	-1	100	0	0	70714	Yokai spirit. Increases Attack Speed 17%	506	0	0	0	-1	24	0
50715	Kabuki Kozo	0	0	2	0	-1	100	0	0	70715	Yokai spirit. Increases Attack Speed 18%	506	0	0	0	-1	24	0
51101	Golden Inugami	0	0	2	0	-1	100	0	0	71103	Dog spirit. Increases Power.	500	0	0	0	-1	43	0
51102	Golden Inugami	0	1	0	0	-1	100	0	0	71104	Dog spirit. Sunburst: Chance to explode when attacked. 	500	0	0	0	-1	43	0
51103	Sunburst Explosion	0	0	0	2	400	3	0	0	50001	Knockback 71102	304	0	0	0	-1	43	0
51201	Singularity Neko	0	0	2	0	-1	100	0	0	71203	Cat spirit. Increases Skill.	501	0	0	0	-1	40	0
51202	Singularity Neko	0	1	2	0	-1	100	0	0	71205	Phased Out: Chance of invincibility when attacked. 	501	0	0	0	-1	40	0
51203	Singularity Neko	0	0	2	0	3000	3	0	0	71202	Phased Out: Chance of invincibility when attacked. 	501	0	0	0	-1	40	0
51210	Singularity Neko	0	0	2	0	-1	100	0	0	71210	Cat spirit. Increases Critical Damage 10%	501	0	0	0	-1	40	0
51211	Singularity Neko	0	0	2	0	-1	100	0	0	71211	Cat spirit. Increases Critical Damage 11%	501	0	0	0	-1	40	0
51212	Singularity Neko	0	0	2	0	-1	100	0	0	71212	Cat spirit. Increases Critical Damage 12%	501	0	0	0	-1	40	0
51213	Singularity Neko	0	0	2	0	-1	100	0	0	71213	Cat spirit. Increases Critical Damage 13%	501	0	0	0	-1	40	0
51214	Singularity Neko	0	0	2	0	-1	100	0	0	71214	Cat spirit. Increases Critical Damage 14%	501	0	0	0	-1	40	0
51215	Singularity Neko	0	0	2	0	-1	100	0	0	71215	Cat spirit. Increases Critical Damage 15%	501	0	0	0	-1	40	0
51216	Singularity Neko	0	0	2	0	-1	100	0	0	71216	Cat spirit. Increases Critical Damage 16%	501	0	0	0	-1	40	0
51217	Singularity Neko	0	0	2	0	-1	100	0	0	71217	Cat spirit. Increases Critical Damage 17%	501	0	0	0	-1	40	0
51218	Singularity Neko	0	0	2	0	-1	100	0	0	71218	Cat spirit. Increases Critical Damage 18%	501	0	0	0	-1	40	0
51219	Singularity Neko	0	0	2	0	-1	100	0	0	71219	Cat spirit. Increases Critical Damage 19%	501	0	0	0	-1	40	0
51220	Singularity Neko	0	0	2	0	-1	100	0	0	71220	Cat spirit. Increases Critical Damage 20%	501	0	0	0	-1	40	0
51221	Singularity Neko	0	0	2	0	-1	100	0	0	71221	Cat spirit. Increases Critical Damage 21%	501	0	0	0	-1	40	0
51222	Singularity Neko	0	0	2	0	-1	100	0	0	71222	Cat spirit. Increases Critical Damage 22%	501	0	0	0	-1	40	0
51223	Singularity Neko	0	0	2	0	-1	100	0	0	71223	Cat spirit. Increases Critical Damage 23%	501	0	0	0	-1	40	0
51224	Singularity Neko	0	0	2	0	-1	100	0	0	71224	Cat spirit. Increases Critical Damage 24%	501	0	0	0	-1	40	0
50801	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70810	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 10%	501	0	0	0	-1	41	0
50802	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70811	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 15%	501	0	0	0	-1	41	0
50803	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70812	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 20%	501	0	0	0	-1	41	0
50804	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70813	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 25%	501	0	0	0	-1	41	0
50805	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70814	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 30%	501	0	0	0	-1	41	0
50806	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70815	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 35%	501	0	0	0	-1	41	0
50807	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70816	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 40%	501	0	0	0	-1	41	0
50808	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70817	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 45%	501	0	0	0	-1	41	0
50809	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70818	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 50%	501	0	0	0	-1	41	0
50810	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70819	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 55%	501	0	0	0	-1	41	0
50811	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70820	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 60%	501	0	0	0	-1	41	0
50812	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70821	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 65%	501	0	0	0	-1	41	0
50813	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70822	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 70%	501	0	0	0	-1	41	0
50814	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70823	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 75%	501	0	0	0	-1	41	0
50815	Pen-Gin the Efficient	0	0	2	0	-1	100	0	0	70801+70802+70803+70824	Penguin spirit. Increases max Energy and Health, Defense. Frost immunity 80%	501	0	0	0	-1	41	0
50901	Karakuri Gaben	0	0	2	0	-1	100	0	0	70901	Yokai spirit. Increases Attack Speed 4%	506	0	0	0	-1	0	0
50902	Karakuri Gaben	0	0	2	0	-1	100	0	0	70902	Yokai spirit. Increases Attack Speed 5%	506	0	0	0	-1	0	0
50903	Karakuri Gaben	0	0	2	0	-1	100	0	0	70903	Yokai spirit. Increases Attack Speed 6%	506	0	0	0	-1	0	0
50904	Karakuri Gaben	0	0	2	0	-1	100	0	0	70904	Yokai spirit. Increases Attack Speed 7%	506	0	0	0	-1	0	0
50905	Karakuri Gaben	0	0	2	0	-1	100	0	0	70905	Yokai spirit. Increases Attack Speed 8%	506	0	0	0	-1	0	0
50906	Karakuri Gaben	0	0	2	0	-1	100	0	0	70906	Yokai spirit. Increases Attack Speed 9%	506	0	0	0	-1	0	0
50907	Karakuri Gaben	0	0	2	0	-1	100	0	0	70907	Yokai spirit. Increases Attack Speed 10%	506	0	0	0	-1	0	0
50908	Karakuri Gaben	0	0	2	0	-1	100	0	0	70908	Yokai spirit. Increases Attack Speed 11%	506	0	0	0	-1	0	0
50909	Karakuri Gaben	0	0	2	0	-1	100	0	0	70909	Yokai spirit. Increases Attack Speed 12%	506	0	0	0	-1	0	0
50910	Karakuri Gaben	0	0	2	0	-1	100	0	0	70910	Yokai spirit. Increases Attack Speed 13%	506	0	0	0	-1	0	0
50911	Karakuri Gaben	0	0	2	0	-1	100	0	0	70911	Yokai spirit. Increases Attack Speed 14%	506	0	0	0	-1	0	0
50912	Karakuri Gaben	0	0	2	0	-1	100	0	0	70912	Yokai spirit. Increases Attack Speed 15%	506	0	0	0	-1	0	0
50913	Karakuri Gaben	0	0	2	0	-1	100	0	0	70913	Yokai spirit. Increases Attack Speed 16%	506	0	0	0	-1	0	0
50914	Karakuri Gaben	0	0	2	0	-1	100	0	0	70914	Yokai spirit. Increases Attack Speed 17%	506	0	0	0	-1	0	0
50915	Karakuri Gaben	0	0	2	0	-1	100	0	0	70915	Yokai spirit. Increases Attack Speed 18%	506	0	0	0	-1	0	0
51301	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71001	Weasel spirit. Blast immunity 10%	501	0	0	0	-1	41	0
51302	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71002	Weasel spirit. Blast immunity 15%	501	0	0	0	-1	41	0
51303	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71003	Weasel spirit. Blast immunity 20%	501	0	0	0	-1	41	0
51304	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71004	Weasel spirit. Blast immunity 25%	501	0	0	0	-1	41	0
51305	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71005	Weasel spirit. Blast immunity 30%	501	0	0	0	-1	41	0
51306	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71006	Weasel spirit. Blast immunity 35%	501	0	0	0	-1	41	0
51307	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71007	Weasel spirit. Blast immunity 40%	501	0	0	0	-1	41	0
51308	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71008	Weasel spirit. Blast immunity 45%	501	0	0	0	-1	41	0
51309	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71009	Weasel spirit. Blast immunity 50%	501	0	0	0	-1	41	0
51310	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71010	Weasel spirit. Blast immunity 55%	501	0	0	0	-1	41	0
51311	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71011	Weasel spirit. Blast immunity 60%	501	0	0	0	-1	41	0
51312	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71012	Weasel spirit. Blast immunity 65%	501	0	0	0	-1	41	0
51313	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71013	Weasel spirit. Blast immunity 70%	501	0	0	0	-1	41	0
51314	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71014	Weasel spirit. Blast immunity 75%	501	0	0	0	-1	41	0
51315	Itachi (Weasel) - Blast Immunity	0	0	2	0	-1	100	0	0	71015	Weasel spirit. Blast immunity 80%	501	0	0	0	-1	41	0
51401	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72001	Phoenix spirit. Flame immunity 10%	501	0	0	0	-1	41	0
51402	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72002	Phoenix spirit. Flame immunity 15%	501	0	0	0	-1	41	0
51403	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72003	Phoenix spirit. Flame immunity 20%	501	0	0	0	-1	41	0
51404	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72004	Phoenix spirit. Flame immunity 25%	501	0	0	0	-1	41	0
51405	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72005	Phoenix spirit. Flame immunity 30%	501	0	0	0	-1	41	0
51406	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72006	Phoenix spirit. Flame immunity 35%	501	0	0	0	-1	41	0
51407	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72007	Phoenix spirit. Flame immunity 40%	501	0	0	0	-1	41	0
51408	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72008	Phoenix spirit. Flame immunity 45%	501	0	0	0	-1	41	0
51409	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72009	Phoenix spirit. Flame immunity 50%	501	0	0	0	-1	41	0
51410	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72010	Phoenix spirit. Flame immunity 55%	501	0	0	0	-1	41	0
51411	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72011	Phoenix spirit. Flame immunity 60%	501	0	0	0	-1	41	0
51412	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72012	Phoenix spirit. Flame immunity 65%	501	0	0	0	-1	41	0
51413	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72013	Phoenix spirit. Flame immunity 70%	501	0	0	0	-1	41	0
51414	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72014	Phoenix spirit. Flame immunity 75%	501	0	0	0	-1	41	0
51415	Karamu (Phoenix ) - Flame Immunity	0	0	2	0	-1	100	0	0	72015	Phoenix spirit. Flame immunity 80%	501	0	0	0	-1	41	0
51501	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73001	Fox spirit. Storm immunity 10%	501	0	0	0	-1	41	0
51502	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73002	Fox spirit. Storm immunity 15%	501	0	0	0	-1	41	0
51503	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73003	Fox spirit. Storm immunity 20%	501	0	0	0	-1	41	0
51504	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73004	Fox spirit. Storm immunity 25%	501	0	0	0	-1	41	0
51505	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73005	Fox spirit. Storm immunity 30%	501	0	0	0	-1	41	0
51506	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73006	Fox spirit. Storm immunity 35%	501	0	0	0	-1	41	0
51507	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73007	Fox spirit. Storm immunity 40%	501	0	0	0	-1	41	0
51508	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73008	Fox spirit. Storm immunity 45%	501	0	0	0	-1	41	0
51509	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73009	Fox spirit. Storm immunity 50%	501	0	0	0	-1	41	0
51510	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73010	Fox spirit. Storm immunity 55%	501	0	0	0	-1	41	0
51511	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73011	Fox spirit. Storm immunity 60%	501	0	0	0	-1	41	0
51512	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73012	Fox spirit. Storm immunity 65%	501	0	0	0	-1	41	0
51513	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73013	Fox spirit. Storm immunity 70%	501	0	0	0	-1	41	0
51514	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73014	Fox spirit. Storm immunity 75%	501	0	0	0	-1	41	0
51515	Fox - Storm Immunity	0	0	2	0	-1	100	0	0	73015	Fox spirit. Storm immunity 80%	501	0	0	0	-1	41	0
51601	Chibipan - Invincibility	0	0	2	0	-1	100	0	0	71203	Panther spirit. Increases Skill.	501	0	0	0	-1	40	0
51602	Chibipan - Invincibility	0	1	2	0	-1	100	0	0	71205	Phased Out: Chance of invincibility when attacked. 	501	0	0	0	-1	40	0
51603	Chibipan - Invincibility	0	0	2	0	3000	3	0	0	71202	Phased Out: Chance of invincibility when attacked. 	501	0	0	0	-1	40	0
51610	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71210	Panther spirit. Increases Critical Damage 10%	501	0	0	0	-1	40	0
51611	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71211	Panther spirit. Increases Critical Damage 11%	501	0	0	0	-1	40	0
51612	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71212	Panther spirit. Increases Critical Damage 12%	501	0	0	0	-1	40	0
51613	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71213	Panther spirit. Increases Critical Damage 13%	501	0	0	0	-1	40	0
51614	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71214	Panther spirit. Increases Critical Damage 14%	501	0	0	0	-1	40	0
51615	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71215	Panther spirit. Increases Critical Damage 15%	501	0	0	0	-1	40	0
51616	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71216	Panther spirit. Increases Critical Damage 16%	501	0	0	0	-1	40	0
51617	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71217	Panther spirit. Increases Critical Damage 17%	501	0	0	0	-1	40	0
51618	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71218	Panther spirit. Increases Critical Damage 18%	501	0	0	0	-1	40	0
51619	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71219	Panther spirit. Increases Critical Damage 19%	501	0	0	0	-1	40	0
51620	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71220	Panther spirit. Increases Critical Damage 20%	501	0	0	0	-1	40	0
51621	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71221	Panther spirit. Increases Critical Damage 21%	501	0	0	0	-1	40	0
51622	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71222	Panther spirit. Increases Critical Damage 22%	501	0	0	0	-1	40	0
51623	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71223	Panther spirit. Increases Critical Damage 23%	501	0	0	0	-1	40	0
51624	Chibipan - Critical Damage	0	0	2	0	-1	100	0	0	71224	Panther spirit. Increases Critical Damage 24%	501	0	0	0	-1	40	0
51701	Kanashimi Otome - Explosion	0	0	2	0	-1	100	0	0	71103	Demon spirit. Increases Power.	500	0	0	0	-1	43	0
51702	Kanashimi Otome - Explosion	0	1	0	0	-1	100	0	0	71104	Demon spirit. Sunburst: Chance to explode when attacked. 	500	0	0	0	-1	43	0
51703	Sunburst Explosion	0	0	0	2	400	3	0	0	50001	Knockback 71102	304	0	0	0	-1	43	0
51710	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70101	Demon spirit. Increases Power 2%	500	0	0	0	-1	17	0
51711	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70102	Demon spirit. Increases Power 3%	500	0	0	0	-1	17	0
51712	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70103	Demon spirit. Increases Power 4%	500	0	0	0	-1	17	0
51713	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70104	Demon spirit. Increases Power 5%	500	0	0	0	-1	17	0
51714	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70105	Demon spirit. Increases Power 6%	500	0	0	0	-1	17	0
51715	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70106	Demon spirit. Increases Power 7%	500	0	0	0	-1	17	0
51716	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70107	Demon spirit. Increases Power 8%	500	0	0	0	-1	17	0
51717	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70108	Demon spirit. Increases Power 9%	500	0	0	0	-1	17	0
51718	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70109	Demon spirit. Increases Power 10%	500	0	0	0	-1	17	0
51719	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70110	Demon spirit. Increases Power 11%	500	0	0	0	-1	17	0
51720	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70111	Demon spirit. Increases Power 12%	500	0	0	0	-1	17	0
51721	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70112	Demon spirit. Increases Power 13%	500	0	0	0	-1	17	0
51722	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70113	Demon spirit. Increases Power 14%	500	0	0	0	-1	17	0
51723	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70114	Demon spirit. Increases Power 15%	500	0	0	0	-1	17	0
51724	Kanashimi Otome - Power	0	0	2	0	-1	100	0	0	70115	Demon spirit. Increases Power 16%	500	0	0	0	-1	17	0
80101	Red Cap's Hooded Cloak	0	0	2	0	-1	100	0	0	80101	5% Boost to all regen when HP below 8%	0	0	0	0	-1	42	-1
80102	Stand and Fight	3	0	2	0	9000	100	0	0	80102+80103	5% Boost to all regen when HP below 8%	0	0	0	0	-1	42	0
80201	Clever Huntsman's Axe	0	0	2	0	-1	100	0	0	80201	Attack and movement speeds increase by 5% when energy is full.	0	0	0	0	-1	44	-1
80202	Swift and True	0	0	2	0	-1	100	0	0	80202+80203	Attack and movement speeds increase by 5% when energy is full.	0	0	0	0	-1	44	0
80301	Balance Seeker	0	0	2	0	-1	100	0	0	80301	Lowest base stat will be raised by 10% of your highest base stat.	0	0	0	0	-1	38	0
80401	Blend in with the Pack	0	0	2	0	-1	100	0	0	80401	Enemy alert distance reduced, allowing you to get closer without being detected.	0	0	0	0	-1	39	0
70101	Raging I	0	0	2	0	-1	100	0	0	10101	5% Boost to Physical Damage	0	0	0	0	-1	3	0
70102	Raging II	0	0	2	0	-1	100	0	0	10102	10% Boost to Physical Damage	0	0	0	0	-1	3	0
70103	Raging III	0	0	2	0	-1	100	0	0	10103	15% Boost to Physical Damage	0	0	0	0	-1	3	0
70104	Raging IV	0	0	2	0	-1	100	0	0	10104	20% Boost to Physical Damage	0	0	0	0	-1	3	0
70105	Raging V	0	0	2	0	-1	100	0	0	10105	25% Boost to Physical Damage	0	0	0	0	-1	3	0
70106	Raging VI	0	0	2	0	-1	100	0	0	10106	30% Boost to Physical Damage	0	0	0	0	-1	3	0
70107	Raging VII	0	0	2	0	-1	100	0	0	10107	35% Boost to Physical Damage	0	0	0	0	-1	3	0
70108	Raging VIII	0	0	2	0	-1	100	0	0	10108	40% Boost to Physical Damage	0	0	0	0	-1	3	0
70109	Raging IX	0	0	2	0	-1	100	0	0	10109	45% Boost to Physical Damage	0	0	0	0	-1	3	0
70110	Raging X	0	0	2	0	-1	100	0	0	10110	50% Boost to Physical Damage	0	0	0	0	-1	3	0
70201	Hyper I	0	0	2	1.5	-1	100	0	0	10201	1.5% Boost to base Energy	0	0	0	0	-1	21	0
70202	Hyper II	0	0	2	3	-1	100	0	0	10202	3% Boost to base Energy	0	0	0	0	-1	21	0
70203	Hyper III	0	0	2	4.5	-1	100	0	0	10203	4.5% Boost to base Energy	0	0	0	0	-1	21	0
70204	Hyper IV	0	0	2	0	-1	100	0	0	10204	6% Boost to base Energy	0	0	0	0	-1	21	0
70205	Hyper V	0	0	2	0	-1	100	0	0	10205	7.5% Boost to base Energy	0	0	0	0	-1	21	0
70206	Hyper VI	0	0	2	0	-1	100	0	0	10206	9% Boost to base Energy	0	0	0	0	-1	21	0
70207	Hyper VII	0	0	2	0	-1	100	0	0	10207	10.5% Boost to base Energy	0	0	0	0	-1	21	0
70208	Hyper VIII	0	0	2	0	-1	100	0	0	10208	12% Boost to base Energy	0	0	0	0	-1	21	0
70209	Hyper IX	0	0	2	0	-1	100	0	0	10209	13.5% Boost to base Energy	0	0	0	0	-1	21	0
70210	Hyper X	0	0	2	0	-1	100	0	0	10210	15% Boost to base Energy	0	0	0	0	-1	21	0
70301	Focused I	0	0	2	1	-1	100	0	0	10301	Increases Energy Regen by 2/s	0	0	0	0	-1	22	0
70302	Focused II	0	0	2	2	-1	100	0	0	10302	Increases Energy Regen by 4/s	0	0	0	0	-1	22	0
70303	Focused III	0	0	2	3	-1	100	0	0	10303	Increases Energy Regen by 6/s	0	0	0	0	-1	22	0
70304	Focused IV	0	0	2	0	-1	100	0	0	10304	Increases Energy Regen by 8/s	0	0	0	0	-1	22	0
70305	Focused V	0	0	2	0	-1	100	0	0	10305	Increases Energy Regen by 10/s	0	0	0	0	-1	22	0
70306	Focused VI	0	0	2	0	-1	100	0	0	10306	Increases Energy Regen by 12/s	0	0	0	0	-1	22	0
70307	Focused VII	0	0	2	0	-1	100	0	0	10307	Increases Energy Regen by 14/s	0	0	0	0	-1	22	0
70308	Focused VIII	0	0	2	0	-1	100	0	0	10308	Increases Energy Regen by 16/s	0	0	0	0	-1	22	0
70309	Focused IX	0	0	2	0	-1	100	0	0	10309	Increases Energy Regen by 18/s	0	0	0	0	-1	22	0
70310	Focused X	0	0	2	0	-1	100	0	0	10310	Increases Energy Regen by 20/s	0	0	0	0	-1	22	0
70401	Healthy I	0	0	2	0	-1	100	0	0	10401	1.5% Boost to base Health	0	0	0	0	-1	37	0
70402	Healthy II	0	0	2	0	-1	100	0	0	10402	3% Boost to base Health	0	0	0	0	-1	37	0
70403	Healthy III	0	0	2	0	-1	100	0	0	10403	4.5% Boost to base Health	0	0	0	0	-1	37	0
70404	Healthy IV	0	0	2	0	-1	100	0	0	10404	6% Boost to base Health	0	0	0	0	-1	37	0
70405	Healthy V	0	0	2	0	-1	100	0	0	10405	7.5% Boost to base Health	0	0	0	0	-1	37	0
70406	Healthy VI	0	0	2	0	-1	100	0	0	10406	9% Boost to base Health	0	0	0	0	-1	37	0
70407	Healthy VII	0	0	2	0	-1	100	0	0	10407	10.5% Boost to base Health	0	0	0	0	-1	37	0
70408	Healthy VIII	0	0	2	0	-1	100	0	0	10408	12% Boost to base Health	0	0	0	0	-1	37	0
70409	Healthy IX	0	0	2	0	-1	100	0	0	10409	13.5% Boost to base Health	0	0	0	0	-1	37	0
70410	Healthy X	0	0	2	0	-1	100	0	0	10410	15% Boost to base Health	0	0	0	0	-1	37	0
70501	HPRegenBonus	0	0	2	0	-1	100	0	0	10501	HPRegenBonus	0	0	0	0	-1	23	0
70601	Fortified I	0	0	2	0	-1	100	0	0	10601	1.5% Boost to Damage Reduction	0	0	0	0	-1	20	0
70602	Fortified II	0	0	2	0	-1	100	0	0	10602	3% Boost to Damage Reduction	0	0	0	0	-1	20	0
70603	Fortified III	0	0	2	0	-1	100	0	0	10603	4.5% Boost to Damage Reduction	0	0	0	0	-1	20	0
70604	Fortified IV	0	0	2	0	-1	100	0	0	10604	6% Boost to Damage Reduction	0	0	0	0	-1	20	0
70605	Fortified V	0	0	2	0	-1	100	0	0	10605	7.5% Boost to Damage Reduction	0	0	0	0	-1	20	0
70606	Fortified VI	0	0	2	0	-1	100	0	0	10606	9% Boost to Damage Reduction	0	0	0	0	-1	20	0
70607	Fortified VII	0	0	2	0	-1	100	0	0	10607	10.5% Boost to Damage Reduction	0	0	0	0	-1	20	0
70608	Fortified VIII	0	0	2	0	-1	100	0	0	10608	12% Boost to Damage Reduction	0	0	0	0	-1	20	0
70609	Fortified IX	0	0	2	0	-1	100	0	0	10609	13.5% Boost to Damage Reduction	0	0	0	0	-1	20	0
70610	Fortified X	0	0	2	0	-1	100	0	0	10610	15% Boost to Damage Reduction	0	0	0	0	-1	20	0
70701	AttackSpeedBonus	0	0	2	0	5000	100	0	0	10701	AttackSpeedBonus	0	0	0	0	-1	24	0
70801	Nimble I	0	0	2	1	-1	100	0	0	10801	1% Boost to base Move Speed	0	0	0	0	-1	25	0
70802	Nimble II	0	0	2	2	-1	100	0	0	10802	2% Boost to base Move Speed	0	0	0	0	-1	25	0
70803	Nimble III	0	0	2	3	-1	100	0	0	10803	3% Boost to base Move Speed	0	0	0	0	-1	25	0
70804	Nimble IV	0	0	2	0	-1	100	0	0	10804	4% Boost to base Move Speed	0	0	0	0	-1	25	0
70805	Nimble V	0	0	2	0	-1	100	0	0	10805	5% Boost to base Move Speed	0	0	0	0	-1	25	0
70806	Nimble VI	0	0	2	0	-1	100	0	0	10806	6% Boost to base Move Speed	0	0	0	0	-1	25	0
70807	Nimble VII	0	0	2	0	-1	100	0	0	10807	7% Boost to base Move Speed	0	0	0	0	-1	25	0
