INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT
12106	Dark Hunter VI	0	3	-1	400	0	0	0	500	10000	1	0	1	1	0	0	6	1	1	0	6	870	4	35500	0	42106		240	Channel the lethal precision of the Dark Huntsman to increase Skill, improve all Cunning abilities, increase Critical Damage and heal over time.	Increases SKILL and healing for 10s. Increases Crit Chance, Crit Damage and improves all Cunning abilities.				Merciless	Critical damage bonus is also increased.	Tireless	Healing over time.	Healing increased.	Dark Hunter	14
11501	Stinging Shot I	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	60	4	700	0		41501	5	A venom coated shot that applies poison to target.	Poison a single enemy for 5s.									Stinging Shot	15
11502	Stinging Shot II	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	240	4	1200	0		41502	10	A venom coated shot that applies poison to target.	Poison a single enemy for 5s.								Shot damage increased.	Stinging Shot	15
11503	Stinging Shot III	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	420	4	2200	0		41503	20	A venom coated shot that applies poison to target.	Poison a single enemy for 5s.				Toxic	Increase poison damage.			Toxic added. 	Stinging Shot	15
11504	Stinging Shot IV	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	600	4	9500	0		41504	60	A venom coated shot that applies poison to target.	Poison a single enemy for 5s.				Toxic	Increase poison damage.			Posion damage increased.	Stinging Shot	15
11505	Stinging Shot V	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	780	4	18000	0		41515+41505	120	A venom coated shot that applies poison to target and causes them to flee.	Poison a single enemy for 5s. Affected enemy has 50% chance to flee.				Toxic Splash	Increase poison damage.	Neurotoxin	Affected enemy has a chance to flee.	Neurotoxin added. 	Stinging Shot	15
11506	Stinging Shot VI	2	0	-1	200	0	0	0	0	100	1	0	1	1	0	0	6	0	0	0	20	900	4	33000	0		41516+41506	240	A venom coated shot that applies poison to target and causes them to flee.	Poison a single enemy for 5s. Affected enemy has 75% chance to flee.				Toxic Splash	Increase poison damage.	Neurotoxin	Affected enemy has a chance to flee.	Chance to flee increased.	Stinging Shot	15
11601	Ninja Escape I	3	0	-1	300	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	6	90	4	1300	0			5	Instantly teleport in a burst of smoke.	Teleport to selected location. 6 yard range.									Ninja Escape	16
11602	Ninja Escape II	3	0	-1	300	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	7	270	4	2400	0			10	Instantly teleport in a burst of smoke.	Teleport to selected location. 7 yard range.								Range increased.	Ninja Escape	16
11603	Ninja Escape III	3	0	-1	400	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	7	450	4	4200	0		41613	20	Instantly teleport in a burst of smoke, stunning nearby enemies.	Teleport to selected location, stunning nearby enemies for 1.5s. 7 yard range.				Smoke Bomb	Enemies are stunned.			Smoke Bomb added. 	Ninja Escape	16
11604	Ninja Escape IV	3	0	-1	400	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	7	630	4	8500	0		41614	60	Instantly teleport in a burst of smoke, stunning nearby enemies.	Teleport to selected location, stunning nearby enemies for 2s. 7 yard range.				Smoke Bomb	Enemies are stunned.			Stun duration increased.	Ninja Escape	16
11605	Ninja Escape V	3	0	-1	400	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	7	810	4	19500	0	41615	41614	120	Instantly teleport in a burst of smoke, stunning nearby enemies and healing self.	Teleport to selected location, stunning nearby enemies  for 2s and healing self. 7 yard range.				Smoke Bomb	Enemies are stunned.	Succor	Heal self while escaping.	Succor added. 	Ninja Escape	16
11606	Ninja Escape VI	3	0	-1	400	0	0	0	0	250	1	0	1	1	0	0	6	1	1	0	7	930	4	31500	0	41616	41614	240	Instantly teleport in a burst of smoke, stunning nearby enemies and healing self.	Teleport to selected location, stunning nearby enemies  for 2s and healing self. 7 yard range.				Smoke Bomb	Enemies are stunned.	Succor	Heal self while escaping.	Healing increased.	Ninja Escape	16
11701	Caltrops I	0	0	-1	400	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	60	4	900	11701			5	Scatter caltrops on the ground, causing damage and slowing multiple enemies.	Damage for 3s to all enemies in area of effect. Affected enemies are slowed.									Caltrops	17
11702	Caltrops II	0	0	-1	400	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	240	4	1600	11702			10	Scatter caltrops on the ground, causing damage and slowing multiple enemies.	Damage for 3s to all enemies in area of effect. Affected enemies are slowed.								Damage increased.	Caltrops	17
11703	Caltrops III	0	0	-1	500	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	420	4	3000	11703			20	Scatter caltrops on the ground, causing damage and slowing multiple enemies. Chance to cause enemies to flee.	Damage for 3s to all enemies in area of effect. Affected enemies are slowed. 25% Chance to cause enemies to flee.				Surprise	Chance that affected enemies will flee for set duration.			Surprise added. 	Caltrops	17
11704	Caltrops IV	0	0	-1	500	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	600	4	11500	11704			60	Scatter caltrops on the ground, causing damage and slowing multiple enemies. Chance to cause enemies to flee.	Damage for 3s to all enemies in area of effect. Affected enemies are slowed. 40% Chance to cause enemies to flee.				Surprise	Chance that affected enemies will flee for set duration.			Chance to flee increased.	Caltrops	17
11705	Caltrops V	0	0	-1	500	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	780	4	23500	11705			120	Scatter caltrops on the ground, causing damage, slowing and poisoning multiple enemies. Chance to cause enemies to flee.	Damage for 3s to all enemies in area of effect. Affected enemies are slowed and poisoned. 40% Chance to cause enemies to flee.				Surprise	Chance that affected enemies will flee for set duration.	Poison Coating	Affected enemies will also be poisoned for duration.	Poison Coating added. 	Caltrops	17
11706	Caltrops VI	0	0	-1	500	100	0	0	500	1000	1	0	1	1	2	0.002	6	1	1	5	5	900	4	38500	11706			240	Scatter caltrops on the ground, causing damage, slowing and poisoning multiple enemies. Chance to cause enemies to flee.	Damage for 3s to all enemies in area of effect. Affected enemies are slowed and poisoned. 40% Chance to cause enemies to flee.				Surprise	Chance that affected enemies will flee for set duration.	Poison Coating	Affected enemies will also be poisoned for duration.	Poison damage increasd.	Caltrops	17
11801	Firebomb Trap I	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	150	4	1500	11801			5	Flame damage to multiple enemies when trap is triggered.	All enemies in the area of effect take instant flame damage and burning damage for 5s. 3 yard radius.									Firebomb Trap	18
11802	Firebomb Trap II	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	330	4	3300	11802			10	Flame damage to multiple enemies when trap is triggered.	All enemies in the area of effect take instant flame damage and burning damage for 5s. 3 yard radius.								Damage increased.	Firebomb Trap	18
11803	Firebomb Trap III	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	510	4	5500	11803			20	Flame damage to multiple enemies when trap is triggered.	All enemies in the area of effect take instant flame damage and burning damage for 5s. 4 yard radius.				Kindling	Area of effect increased.			Kindling added. 	Firebomb Trap	18
11804	Firebomb Trap IV	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	690	4	12800	11804			60	Flame damage to multiple enemies when trap is triggered.	All enemies in the area of effect take instant flame damage and burning damage for 5s. 4 yard radius.				Kindling	Area of effect increased.			Damage increased.	Firebomb Trap	18
11805	Firebomb Trap V	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	870	4	22500	11805			120	Flame damage to multiple enemies when trap is triggered.	All enemies in the area of effect take instant flame damage and burning damage for 7s. 4 yard radius.				Kindling	Area of effect increased.	Add Oil	Initial and burning damage increased.	Add Oil added. 	Firebomb Trap	18
11806	Firebomb Trap VI	0	0	0	400	0	0	0	500	1000	1	0	1	1	0	0	6	1	1	0	3	990	4	37500	11806			240	Flame damage to multiple enemies when trap is triggered.	All enemies in the area of effect take instant flame damage and burning damage for 7s. 4 yard radius.				Kindling	Area of effect increased.	Add Oil	Initial and burning damage increased.	Damage increased.	Firebomb Trap	18
11901	Bear Trap I	0	0	-1	300	0	0	0	500	500	1	0	1	1	0	0	6	1	1	0	3	1	4	1	11901			5	What have you got against bears?										Bear Trap	0
11902	Bear Trap II	0	0	-1	300	0	0	0	500	500	1	0	1	1	0	0	6	1	1	0	3	1	4	1	11901			10	What have you got against bears?										Bear Trap	0
11903	Bear Trap III	0	0	-1	300	0	0	0	500	500	1	0	1	1	0	0	6	1	1	0	3	1	4	1	11901			20	What have you got against bears?										Bear Trap	0
12001	Revive_Shockwave	0	0	-1	0	766	0	0	500	500	1	0	1	1	20	0.002	15	1	1	0	5	1	1	0	0	40018	40002	1	Resurect with a powerful slam into the ground. Causes damage and knockback to surrounding enemies.	Slam into the ground from above. Causes damage and knockback to area.									Revive_Shockwave	0
12002	RevivePrayer_Shockwave	0	0	-1	0	766	0	0	500	500	1	0	1	1	40	0.02	15	1	1	0	5	1	1	0	0	40019	40003	1	Resurect with a powerful slam into the ground. Causes large amounts of damage and knockback to surrounding enemies.	Slam into the ground from above. Causes damage and knockback to area.									RevivePrayer_Shockwave	0
20201	Meteor Rain 1 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0		40701	1											Meteor Rain 1 Object	0
20202	Meteor Rain 2 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0		40702	1											Meteor Rain 2 Object	0
20203	Meteor Rain 3 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0		40703	1											Meteor Rain 3 Object	0
20204	Meteor Rain 4 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0		40704	1											Meteor Rain 4 Object	0
20205	Meteor Rain 5 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0		40715+40705	1											Meteor Rain 5 Object	0
20206	Meteor Rain 6 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0		40716+40706	1											Meteor Rain 6 Object	0
21701	Caltrops 1 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0		41701+41700	1											Caltrops 1 Object	0
21702	Caltrops 2 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0		41702+41700	1											Caltrops 2 Object	0
21703	Caltrops 3 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0		41713+41703+41700	1											Caltrops 3 Object	0
21704	Caltrops 4 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0		41714+41704+41700	1											Caltrops 4 Object	0
21705	Caltrops 5 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0		41715+41714+41705+41700	1											Caltrops 5 Object	0
21706	Caltrops 6 Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	4	0	0		41716+41714+41706+41700	1											Caltrops 6 Object	0
21801	Firebomb Trap 1 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0.002	6	0	0	0	0	0	4	0	0		41801	1											Firebomb Trap 1 Object	0
21802	Firebomb Trap 2 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0.002	6	0	0	0	0	0	4	0	0		41802	1											Firebomb Trap 2 Object	0
21803	Firebomb Trap 3 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0.002	6	0	0	0	0	0	4	0	0		41803	1											Firebomb Trap 3 Object	0
21804	Firebomb Trap 4 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0.002	6	0	0	0	0	0	4	0	0		41804	1											Firebomb Trap 4 Object	0
21805	Firebomb Trap 5 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0.004	6	0	0	0	0	0	4	0	0		41805	1											Firebomb Trap 5 Object	0
21806	Firebomb Trap 6 Object	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0.004	6	0	0	0	0	0	4	0	0		41806	1											Firebomb Trap 6 Object	0
21901	BearTrap	0	0	-1	0	0	0	0	0	0	0	0	0	1	10	0.005	6	0	0	0	0	0	4	0	0		40015	1											BearTrap	0
40101	Sunburst Explosion	0	0	2	0	0	0	0	0	0	1	0	1	1	20	0.04	4	1	1	0	4	1	1	0	0			1	Spontaneously explode causing damage to all enemies in range.	Spontaneously explode causing damage to all enemies in range.									Sunburst Explosion	0
30001	Flame Attack	0	0	0	0	0	0	0	200	200	1	0	1	1	1	1	4	0	0	0	4	1	0	0	0		72651	1											Flame Attack	0
30002	Frost Attack	0	0	1	0	0	0	0	200	200	1	0	1	1	1	1	4	0	0	0	4	1	0	0	0		72251	1											Frost Attack	0
30003	Blast Attack	0	0	2	0	0	0	0	200	200	1	0	1	1	1	1	4	0	0	0	4	1	0	0	0		72451	1											Blast Attack	0
30004	Stome Attack	0	0	3	0	0	0	0	200	200	1	0	1	1	1	1	4	0	0	0	4	1	0	0	0		72051	1											Stome Attack	0
30006	Imp_Throw_Rock	2	0	-1	0	1000	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	6			1											Imp_Throw_Rock	0
30007	WW_Fireball	2	0	-1	0	833	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	7			1											WW_Fireball	0
30012	Oni_Poacher_ShockWave	0	0	-1	0	1500	0	0	2000	0	1	0	1	1	1	1	4	1	1	0	5	0	1	0	0		60007	1											Oni_Poacher_ShockWave	0
30013	Oni_Lord_Meteor	0	0	-1	0	1000	0	0	500	0	1	0	1	1	0	0	4	1	1	0	12	0	1	0	8			1											Oni_Lord_Meteor	0
30014	Imp_SlowPlayer	0	0	-1	0	900	0	0	2000	0	1	0	1	1	1	1	4	1	1	0	3	1	1	0	0		60007	1											Imp_SlowPlayer	0
30015	ImpStoneSlow	2	0	-1	0	1000	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	9			1											ImpStoneSlow	0
30017	UshiOni_RainOfBlow	0	0	-1	0	1066	0	0	3000	0	2	600	1	1	1	1	4	1	1	0	6	0	1	0	0		0	1											UshiOni_RainOfBlow	0
30018	Moroko_Shockwave	0	0	-1	0	733	0	0	2000	0	1	0	1	1	1	1	4	1	1	0	5	0	1	0	0		60007	1											Moroko_Shockwave	0
30019	Gasha_Shockwave	0	0	-1	0	1466	0	0	2000	0	1	0	1	1	1	1	4	1	1	0	5	0	1	0	0		60007	1											Gasha_Shockwave	0
30020	BloodFang_Shockwave	0	0	-1	0	1400	0	0	2000	0	1	0	1	1	1	1	4	1	1	0	5	0	1	0	0		60007	1											BloodFang_Shockwave	0
30021	Algernon_WhirlWind	0	0	-1	0	2100	0	0	7000	0	5	266	1	1	1	1	4	1	1	0	6	0	1	0	0	40601		1											Algernon_WhirlWind	0
30026	Futakuchi_RainOfBlow	0	0	-1	0	1400	0	0	3000	0	5	250	1	1	0.3	1	4	1	1	0	6	0	1	0	0		72651+72251	1											Futakuchi_RainOfBlow	0
30027	Futakuchi_SkyStrike	0	0	-1	0	1000	0	0	10000	0	1	0	1	1	0	0	4	1	1	0	12	0	1	0	21			1											Futakuchi_SkyStrike	0
30028	Futakuchi_MeteorRain	0	0	-1	0	1000	0	0	10000	0	1	0	1	1	0	0	4	1	1	0	12	0	1	0	21			1											Futakuchi_MeteorRain	0
30029	Imp_HealCircle	0	0	-1	0	1000	0	0	1500	0	1	0	1	1	0	0	4	1	1	0	12	0	1	0	18			1											Imp_HealCircle	0
30030	Imp_SkyStrike	0	0	-1	0	1000	0	0	1000	0	1	0	1	1	0	0	4	1	1	0	12	0	1	0	22			1											Imp_SkyStrike	0
50006	Imp Stone Damage	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0			1											Imp Stone Damage	0
30022	Imp Stone Object Flame	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0		72651	1											Imp Stone Object Flame	0
30023	Imp Stone Object Frost	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0		72251	1											Imp Stone Object Frost	0
30024	Imp Stone Object Blast	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0		72451	1											Imp Stone Object Blast	0
30025	Imp Stone Object Storm	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0		72051	1											Imp Stone Object Storm	0
50007	WWFireballDamage	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0			1											WWFireballDamage	0
50015	ImpStoneSlowDamage	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0		60013	1											ImpStoneSlowDamage	0
50013	Boss Meteor Rain Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0		60701	1											Boss Meteor Rain Object	0
50014	Futakuchi Meteor Rain Object	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0		60702	1											Futakuchi Meteor Rain Object	0
50028	Imp_HealCircle_Result	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0		60014	1											Imp_HealCircle_Result	0
50030	Imp_SkyStrike_Result	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0		60015	1											Imp_SkyStrike_Result	0
